Place,Time,Athlete,Country,Date of Birth,City,Event Date
1677,50.53,Francena McCorory,USA,20.10.88,Eugene,31.05.2014
1677,50.53,Natasha Hastings,USA,23.07.86,Sacramento,28.06.2014
1677,50.53,Stephenie Ann McPherson,JAM,25.11.88,Roma,04.06.2015
1677,50.53,Shaunae Miller-Uibo,BAH,15.04.94,Beijing,24.08.2015
1677,50.53,Shakima Wimbley,USA,23.04.95,Sacramento,23.06.2017
1677,50.53,Shakima Wimbley,USA,23.04.95,Oslo,07.06.2018
1677,50.53,Rhasidat Adeleke,IRL,29.08.02,München,17.08.2022
1677,50.53,Rhasidat Adeleke,IRL,29.08.02,Sacramento,25.05.2023
1711,50.54,Irina Baskakova,RUS,25.08.56,Kyiv,21.08.1982
1711,50.54,Mariya Pinigina,UKR,09.02.58,Edmonton,06.07.1983
1711,50.54,Kirsten Emmelmann,GDR,19.04.61,Berlin,22.09.1985
1711,50.54A,Ana Fidelia Quirot,CUB,23.03.63,Ciudad de México,22.07.1988
1711,50.54,Olga Bryzgina,UKR,30.06.63,Bologna,09.09.1992
1711,50.54,Monique Hennagan,USA,26.05.76,Chapel Hill,26.06.2004
1711,50.54,Natalya Antyukh,RUS,26.06.81,Athínai,21.08.2004
1711,50.54,Sanya Richards-Ross,USA,26.02.85,Athínai,22.08.2004
1711,50.54,Ami Mbacké Thiam,SEN,10.11.76,Saint-Denis,08.07.2006
1711,50.54,Ilona Usovich,BLR,14.11.82,Osaka,29.08.2007
1711,50.54,Novlene Williams-Mills,JAM,26.04.82,Athínai,13.07.2008
1711,50.54,Sanya Richards-Ross,USA,26.02.85,Beijing,16.08.2008
1711,50.54,Amantle Montsho,BOT,04.07.83,Beijing,17.08.2008
1711,50.54,Stephenie Ann McPherson,JAM,25.11.88,Shanghai,18.05.2014
1711,50.54,Novlene Williams-Mills,JAM,26.04.82,Kingston,20.05.2017
1711,50.54,Salwa Eid Naser,BRN,23.05.98,Zagreb,04.09.2018
1711,50.54,Tierra Robinson-Jones,USA,22.11.99,Baton Rouge,13.05.2023
1728,50.55,Ellen Streidt,GDR,27.07.52,Montréal,29.07.1976
1728,50.55,Dagmar Neubauer,GER,03.06.62,Athínai,07.09.1982
1728,50.55,Tatána Kocembová,CZE,02.05.62,Athínai,08.09.1982
1728,50.55,Lillie Leatherwood,USA,06.07.64,Berlin,15.08.1986
1728,50.55,Kirsten Emmelmann,GDR,19.04.61,Dresden,16.08.1986
1728,50.55,Dagmar Neubauer,GER,03.06.62,Potsdam,21.08.1987
1728,50.55,Ana Fidelia Quirot,CUB,23.03.63,Jerez de la Frontera,28.06.1988
1728,50.55,Iolanda Oanta,ROU,11.10.65,Pitesti,13.08.1988
1728,50.55,Jillian Richardson,CAN,10.03.65,Köln,16.08.1992
1728,50.55,Jearl Miles-Clark,USA,04.09.66,Luzern,29.06.1993
1728,50.55,Olabisi Afolabi,NGR,31.10.75,Moskva,08.06.1997
1728,50.55,Jearl Miles-Clark,USA,04.09.66,Monaco,08.08.1998
1728,50.55,Natalya Nazarova,RUS,22.05.79,Tula,30.07.1999
1728,50.55,Ana Guevara,MEX,04.03.77,Hermosillo,21.05.2005
1728,50.55,Svetlana Pospelova,RUS,24.12.79,Tula,12.06.2006
1728,50.55,Ami Mbacké Thiam,SEN,10.11.76,Roma,14.07.2006
1728,50.55,Natasha Hastings,USA,23.07.86,Columbia,31.03.2007
1728,50.55,Kaliese Spencer,JAM,06.04.87,Azusa,18.04.2008
1728,50.55,Shericka Williams,JAM,17.09.85,Bruxelles,04.09.2009
1728,50.55,Antonina Krivoshapka,RUS,21.07.87,Daegu,28.08.2011
1728,50.55,Francena McCorory,USA,20.10.88,Eugene,23.06.2012
1728,50.55,Libania Grenot,ITA,12.07.83,Budapest,20.08.2012
1728,50.55,Kseniya Zadorina,RUS,02.03.87,Moskva,24.07.2013
1728,50.55,Libania Grenot,ITA,12.07.83,Rovereto,19.07.2014
1728,50.55,Jessica Beard,USA,08.01.89,Stockholm,10.06.2018
1728,50.55,Fiordaliza Cofil,DOM,27.10.00,Monaco,10.08.2022
1754,50.56,Pirjo Häggman,FIN,05.06.51,Montréal,29.07.1976
1754,50.56A,Aurelia Pentón,CUB,13.02.41,Medellín,16.07.1978
1754,50.56,Irina Nazarova,RUS,31.07.57,Moskva,04.08.1984
1754,50.56,Lillie Leatherwood,USA,06.07.64,Köln,17.08.1986
1754,50.56,Valerie Brisco,USA,06.07.60,Walnut,31.05.1987
1754,50.56,Denean Hill,USA,05.10.64,San Diego,25.06.1988
1754,50.56,Marie-José Pérec,FRA,09.05.68,San Donato Milanese,30.05.1992
1754,50.56,Fatima Yusuf,NGR,02.05.71,Göteborg,06.08.1995
1754,50.56,Maicel Malone,USA,12.06.69,Lausanne,03.07.1996
1754,50.56,Grit Breuer,GER,16.02.72,Cottbus,11.06.1997
1754,50.56,LaTasha Colander,USA,23.08.76,Raleigh,17.06.2000
1754,50.56,Katharine Merry,GBR,21.09.74,Bruxelles,25.08.2000
1754,50.56,Dee Dee Trotter,USA,08.12.82,Athínai,21.08.2004
1754,50.56,Faní Halkiá,GRE,02.02.79,Berlin,12.09.2004
1754,50.56,Novlene Williams-Mills,JAM,26.04.82,Stockholm,07.08.2007
1754,50.56,Christine Ohuruogu,GBR,17.05.84,Osaka,23.08.2007
1754,50.56,Jessica Beard,USA,08.01.89,Fayetteville,13.06.2009
1754,50.56,Lyudmila Litvinova,RUS,08.06.85,Cheboksary,23.07.2009
1754,50.56,Natalya Nazarova,RUS,22.05.79,Cheboksary,24.07.2009
1754,50.56,Antonina Krivoshapka,RUS,21.07.87,Moskva,29.06.2010
1754,50.56,Debbie Dunn,USA,26.03.78,Eugene,03.07.2010
1754,50.56,Debbie Dunn,USA,26.03.78,Berlin,22.08.2010
1754,50.56,Amantle Montsho,BOT,04.07.83,London,14.07.2012
1754,50.56,Kseniya Zadorina,RUS,02.03.87,Yerino,15.06.2013
1754,50.56,Francena McCorory,USA,20.10.88,Moskva,10.08.2013
1754,50.56,Stephenie Ann McPherson,JAM,25.11.88,London,07.08.2017
1754,50.56,Femke Bol,NED,23.02.00,Oordegem,29.05.2021
1754,50.56,Stacey-Ann Williams,JAM,08.03.99,College Station,02.04.2022
1754,50.56,Stephenie Ann McPherson,JAM,25.11.88,Eugene,20.07.2022
1754,50.56,Lieke Klaver,NED,20.08.98,München,17.08.2022
1784,50.57,Irina Nazarova,RUS,31.07.57,Moskva,06.07.1980
1784,50.57,Marita Koch,GDR,18.02.57,Moskva,27.07.1980
1784,50.57,Sabine Busch,GER,21.11.62,Athínai,08.09.1982
1784,50.57A,Evette de Klerk,RSA,21.08.65,Germiston,02.04.1986
1784,50.57,Diane Dixon,USA,23.09.64,London,11.07.1986
1784,50.57,Charmaine Crooks,CAN,08.08.62,Montréal,04.08.1990
1784,50.57,Jearl Miles-Clark,USA,04.09.66,Barcelona,03.08.1992
1784,50.57,Maicel Malone,USA,12.06.69,Monaco,02.08.1994
1784,50.57,Sandie Richards,JAM,06.11.68,Atlanta,18.05.1996
1784,50.57,Grit Breuer,GER,16.02.72,Atlanta,27.07.1996
1784,50.57,Falilat Ogunkoya,NGR,05.12.68,Cape Town,20.03.1998
1784,50.57,Jearl Miles-Clark,USA,04.09.66,Berlin,01.09.1998
1784,50.57,Lorraine Fenton,JAM,08.09.73,Kingston,22.06.2002
1784,50.57,Shericka Williams,JAM,17.09.85,Kingston,25.06.2006
1784,50.57,Dee Dee Trotter,USA,08.12.82,Kingston,05.05.2007
1784,50.57,Christine Ohuruogu,GBR,17.05.84,Shanghai,28.09.2007
1784,50.57,Mary Wineberg,USA,03.01.80,Eugene,30.06.2008
1784,50.57,Shericka Williams,JAM,17.09.85,Beijing,16.08.2008
1784,50.57,Natalya Nazarova,RUS,22.05.79,Cheboksary,23.07.2009
1784,50.57,Debbie Dunn,USA,26.03.78,Zürich,19.08.2010
1784,50.57,Francena McCorory,USA,20.10.88,Shanghai,18.05.2014
1784,50.57,Salwa Eid Naser,BRN,23.05.98,London,06.08.2017
1784,50.57,Anastasia Le-Roy,JAM,11.09.87,Gold Coast,11.04.2018
1784,50.57,Jessica Beard,USA,08.01.89,Oslo,07.06.2018
1784,50.57,Shakima Wimbley,USA,23.04.95,Des Moines,22.06.2018
1784,50.57,Wadeline Jonathas,USA,19.02.98,Ad-Dawhah,30.09.2019
1784,50.57,Fiordaliza Cofil,DOM,27.10.00,Eugene,22.07.2022
1784,50.57,Anna Kielbasinska,POL,26.06.90,Chorzów,06.08.2022
1812,50.58,Irena Szewinska,POL,24.05.46,Zürich,09.07.1976
1812,50.58,Irina Baskakova,RUS,25.08.56,Athínai,08.09.1982
1812,50.58,Tatána Kocembová,CZE,02.05.62,Praha,16.08.1984
1812,50.58,Valerie Brisco,USA,06.07.60,Rieti,02.09.1984
1812,50.58,Lillie Leatherwood,USA,06.07.64,Lausanne,15.09.1987
1812,50.58,Diane Dixon,USA,23.09.64,Bruxelles,19.08.1988
1812,50.58,Jearl Miles-Clark,USA,04.09.66,Lausanne,10.07.1991
1812,50.58,Fatima Yusuf,NGR,02.05.71,Lagos,02.08.1991
1812,50.58,Juliet Campbell,JAM,17.03.70,New Orleans,05.06.1993
1812,50.58,Jearl Miles-Clark,USA,04.09.66,Monaco,02.08.1994
1812,50.58,Olabisi Afolabi,NGR,31.10.75,Monaco,16.08.1997
1812,50.58,Sandie Richards,JAM,06.11.68,Kingston,27.06.1998
1812,50.58,Jearl Miles-Clark,USA,04.09.66,Edwardsville,25.07.1998
1812,50.58,Katharine Merry,GBR,21.09.74,London,07.08.1999
1812,50.58,Ana Guevara,MEX,04.03.77,Rieti,03.09.2000
1812,50.58,Ana Guevara,MEX,04.03.77,Edmonton,06.08.2001
1812,50.58,Sanya Richards-Ross,USA,26.02.85,Sacramento,14.06.2003
1812,50.58,Christiane Amertil,BAH,18.08.79,Saint-Denis,23.07.2004
1812,50.58,Monique Hennagan,USA,26.05.76,Madrid,16.07.2005
1812,50.58,Novlene Williams-Mills,JAM,26.04.82,Zürich,18.08.2006
1812,50.58,Dee Dee Trotter,USA,08.12.82,Stuttgart,10.09.2006
1812,50.58,Shericka Williams,JAM,17.09.85,New York City,30.05.2009
1812,50.58,Francena McCorory,USA,20.10.88,Fayetteville,13.06.2009
1812,50.58,Christine Ohuruogu,GBR,17.05.84,Kingston,04.05.2013
1812,50.58,Francena McCorory,USA,20.10.88,Ad-Dawhah,10.05.2013
1812,50.58,Ashley Spencer,USA,06.06.93,Des Moines,22.06.2013
1812,50.58,Stephenie Ann McPherson,JAM,25.11.88,Kingston,03.05.2014
1812,50.58,Christine Day,JAM,23.08.86,Beijing,24.08.2015
1812,50.58,Phyllis Francis,USA,04.05.92,Rio de Janeiro,13.08.2016
1812,50.58,Shakima Wimbley,USA,23.04.95,Lausanne,05.07.2018
1812,50.58,Lynna Irby-Jackson,USA,06.12.98,Eugene,19.06.2021
1812,50.58,Candice McLeod,JAM,15.11.96,München,21.05.2022
1812,50.58,Rhasidat Adeleke,IRL,29.08.02,Norman,14.05.2023
1812,50.58,Alexis Holmes,USA,28.01.00,Nashville,03.06.2023
1846,50.59,Dagmar Neubauer,GER,03.06.62,Sydney,18.09.1985
1846,50.59A,Jillian Richardson,CAN,10.03.65,Sestriere,11.08.1988
1846,50.59,Ana Fidelia Quirot,CUB,23.03.63,La Habana,11.05.1990
1846,50.59,Fatima Yusuf,NGR,02.05.71,Budapest,05.08.1990
1846,50.59A,Lillie Leatherwood,USA,06.07.64,Sestriere,31.07.1991
1846,50.59,Ximena Restrepo,COL,10.03.69,Rieti,06.09.1992
1846,50.59,Marie-José Pérec,FRA,09.05.68,New York City,22.05.1994
1846,50.59,Pauline Davis-Thompson,BAH,09.07.66,Roma,08.06.1994
1846,50.59,Sandie Richards,JAM,06.11.68,Monaco,25.07.1995
1846,50.59,Falilat Ogunkoya,NGR,05.12.68,Sevilla,23.08.1999
1846,50.59,LaTasha Colander,USA,23.08.76,Sacramento,15.07.2000
1846,50.59,Ana Guevara,MEX,04.03.77,Ljubljana,25.07.2000
1846,50.59,Kaltouma Nadjina,CHA,16.11.76,Athínai,11.06.2001
1846,50.59,Oleysa Zykina,RUS,07.10.80,Edmonton,06.08.2001
1846,50.59,Oleysa Zykina,RUS,07.10.80,Lausanne,02.07.2002
1846,50.59,Anastasiya Kapachinskaya,RUS,21.11.79,Tula,07.08.2003
1846,50.59,Oleysa Zykina,RUS,07.10.80,Saint-Denis,27.08.2003
1846,50.59,Monique Hennagan,USA,26.05.76,Sacramento,15.07.2004
1846,50.59,Novlene Williams-Mills,JAM,26.04.82,Athínai,21.08.2004
1846,50.59,Ana Guevara,MEX,04.03.77,Madrid,16.07.2005
1846,50.59,Yelena Migunova,RUS,04.01.84,Kazan,18.07.2008
1846,50.59,Debbie Dunn,USA,26.03.78,Stockholm,06.08.2010
1846,50.59,Amantle Montsho,BOT,04.07.83,Eugene,04.06.2011
1846,50.59,Christine Ohuruogu,GBR,17.05.84,Saint-Denis,06.07.2012
1846,50.59,Phyllis Francis,USA,04.05.92,Eugene,13.06.2014
1846,50.59,Francena McCorory,USA,20.10.88,Bruxelles,11.09.2015
1846,50.59,Salwa Eid Naser,BRN,23.05.98,Birmingham,20.08.2017
1846,50.59,Galefele Moroko,BOT,16.04.97,Ad-Dawhah,30.09.2019
1846,50.59,Cátia Azevedo,POR,09.03.94,Huelva,03.06.2021
1846,50.59,Femke Bol,NED,23.02.00,Paris,28.08.2021
1846,50.59,Lieke Klaver,NED,20.08.98,München,16.08.2022
1877,50.60,Marita Koch,GDR,18.02.57,Dresden,08.05.1976
1877,50.60,Mariya Pinigina,UKR,09.02.58,Montréal,26.08.1979
1877,50.60,Larisa Krylova,RUS,18.10.55,Kyiv,14.08.1982
1877,50.60,Olga Bryzgina,UKR,30.06.63,Moskva,09.06.1985
1877,50.60,Mariya Pinigina,UKR,09.02.58,Lausanne,15.09.1987
1877,50.60,Ana Fidelia Quirot,CUB,23.03.63,Barcelona,10.09.1989
1877,50.60,Rochelle Stevens,USA,08.09.66,Indianapolis,10.06.1992
1877,50.60,Natasha Kaiser-Brown,USA,14.05.67,Lindau,18.07.1992
1877,50.60,Natasha Kaiser-Brown,USA,14.05.67,Barcelona,03.08.1992
1877,50.60,Jearl Miles-Clark,USA,04.09.66,Sankt Peterburg,26.07.1994
1877,50.60,Maicel Malone,USA,12.06.69,Sankt Peterburg,26.07.1994
1877,50.60,Cathy Freeman,AUS,16.02.73,Nice,12.07.1995
1877,50.60,Fatima Yusuf,NGR,02.05.71,Göteborg,05.08.1995
1877,50.60,Cathy Freeman,AUS,16.02.73,Göteborg,08.08.1995
1877,50.60,Renee Poetschka,AUS,01.05.71,Sydney,08.03.1996
1877,50.60,LaTarsha Stroman,USA,19.09.75,Bloomington,07.06.1997
1877,50.60,Grit Breuer,GER,16.02.72,Moskva,05.09.1998
1877,50.60,Grit Breuer,GER,16.02.72,Nürnberg,17.06.2001
1877,50.60,Oleysa Zykina,RUS,07.10.80,Tula,30.07.2004
1877,50.60,Dee Dee Trotter,USA,08.12.82,Monaco,19.09.2004
1877,50.60,Sanya Richards-Ross,USA,26.02.85,Kingston,03.05.2008
1877,50.60,Tatyana Firova,RUS,10.10.82,Kazan,17.07.2008
1877,50.60,Antonina Krivoshapka,RUS,21.07.87,Eugene,03.07.2010
1877,50.60,Novlene Williams-Mills,JAM,26.04.82,Kingston,01.07.2012
1877,50.60,Kseniya Aksyonova,RUS,14.01.88,Kazan,09.07.2013
1877,50.60,Natasha Hastings,USA,23.07.86,Oslo,11.06.2014
1877,50.60,Novlene Williams-Mills,JAM,26.04.82,Glasgow,11.07.2014
1877,50.60,Libania Grenot,ITA,12.07.83,Marrakesh,13.09.2014
1877,50.60,Allyson Felix,USA,18.11.85,Beijing,24.08.2015
1877,50.60,Taylor Ellis-Watson,USA,06.05.93,Eugene,02.07.2016
1877,50.60,Libania Grenot,ITA,12.07.83,Rio de Janeiro,15.08.2016
1877,50.60,Novlene Williams-Mills,JAM,26.04.82,London,09.07.2017
1877,50.60,Wadeline Jonathas,HAI,19.02.98,Austin,08.06.2019
1877,50.60,Dalilah Muhammad,USA,07.02.90,Chorzów,16.06.2019
1877,50.60,Anna Kielbasinska,POL,26.06.90,Stockholm,30.06.2022
1877,50.60,Femke Bol,NED,23.02.00,München,16.08.2022
1877,50.60,Paris Peoples,USA,27.05.00,Sacramento,27.05.2023
1877,50.60,Roxana Gómez,CUB,07.01.99,Forbach,28.05.2023
1915,50.61,Ellen Streidt,GDR,27.07.52,Nice,16.08.1975
1915,50.61,Marita Koch,GDR,18.02.57,Dresden,19.05.1976
1915,50.61,Marita Koch,GDR,18.02.57,Karl-Marx-Stadt,25.06.1977
1915,50.61,Olga Bryzgina,UKR,30.06.63,Sofia,21.05.1983
1915,50.61,Valerie Brisco,USA,06.07.60,Köln,17.08.1986
1915,50.61,Lyudmila Dzhigalova,UKR,22.01.62,Leningrad,12.06.1988
1915,50.61,Pauline Davis-Thompson,BAH,09.07.66,Oslo,14.07.1990
1915,50.61,Marie-José Pérec,FRA,09.05.68,Tokyo,25.08.1991
1915,50.61,Olga Bryzgina,UKR,30.06.63,Padova,30.08.1992
1915,50.61,Daisy Julia Duporty,CUB,09.02.71,Madrid,06.09.1994
1915,50.61,Jearl Miles-Clark,USA,04.09.66,Atlanta,19.06.1996
1915,50.61,Sandie Richards,JAM,06.11.68,Torino,24.06.1997
1915,50.61,Cathy Freeman,AUS,16.02.73,London,17.08.1997
1915,50.61,Kim Batten,USA,29.03.69,Atlanta,23.05.1998
1915,50.61,Falilat Ogunkoya,NGR,05.12.68,Ostrava,11.06.1998
1915,50.61,Natalya Nazarova,RUS,22.05.79,Sevilla,26.08.1999
1915,50.61,Falilat Ogunkoya,NGR,05.12.68,Ad-Dawhah,05.10.2000
1915,50.61,Lorraine Fenton,JAM,08.09.73,Edmonton,06.08.2001
1915,50.61,Olga Zaytseva,RUS,10.11.84,Helsinki,25.07.2005
1915,50.61,Amantle Montsho,BOT,04.07.83,Saint-Denis,17.07.2009
1915,50.61,Sanya Richards-Ross,USA,26.02.85,Lausanne,30.06.2011
1915,50.61,Novlene Williams-Mills,JAM,26.04.82,Monaco,22.07.2011
1915,50.61,Lyudmila Litvinova,RUS,08.06.85,Cheboksary,04.07.2012
1915,50.61,Shamier Little,USA,20.03.95,Baton Rouge,29.04.2023
1939,50.62,Rosalyn Bryant,USA,07.01.56,Montréal,28.07.1976
1939,50.62A,Karoline Käfer,AUT,31.10.54,Klagenfurt,18.06.1977
1939,50.62,Kirsten Emmelmann,GDR,19.04.61,Budapest,20.08.1984
1939,50.62,Marita Payne,CAN,07.10.60,Bruxelles,24.08.1984
1939,50.62A,Diane Dixon,USA,23.09.64,San José,27.06.1987
1939,50.62,Lyudmila Dzhigalova,UKR,22.01.62,Tallinn,05.07.1988
1939,50.62,Ana Fidelia Quirot,CUB,23.03.63,Berlin,04.07.1990
1939,50.62,Fatima Yusuf,NGR,02.05.71,Plovdiv,10.08.1990
1939,50.62,Maria Magnolia Figueiredo,BRA,11.11.63,Rovereto,21.08.1990
1939,50.62,Lillie Leatherwood,USA,06.07.64,New Orleans,22.06.1992
1939,50.62,Jearl Miles-Clark,USA,04.09.66,Bologna,09.09.1992
1939,50.62,Irina Privalova,RUS,12.11.68,London,11.09.1994
1939,50.62,Fatima Yusuf,NGR,02.05.71,Köln,16.08.1996
1939,50.62,Tatyana Alekseyeva,RUS,07.10.63,Tula,07.07.1997
1939,50.62,Sandie Richards,JAM,06.11.68,Roma,14.07.1998
1939,50.62,Katharine Merry,GBR,21.09.74,Birmingham,25.07.1999
1939,50.62,Anja Rücker,GER,20.12.72,Sevilla,23.08.1999
1939,50.62,Olga Kotlyarova,RUS,12.04.76,Tula,24.07.2000
1939,50.62,Monique Henderson,USA,18.02.83,Austin,12.06.2004
1939,50.62,Natalya Nazarova,RUS,22.05.79,Moskva,30.06.2004
1939,50.62,Fatou Bintou Fall,SEN,23.08.81,Brazzaville,16.07.2004
1939,50.62,Ana Guevara,MEX,04.03.77,Roma,08.07.2005
1939,50.62,Svetlana Pospelova,RUS,24.12.79,Sochi,26.05.2006
1939,50.62,Christiane Amertil,BAH,18.08.79,Roma,14.07.2006
1939,50.62,Shericka Williams,JAM,17.09.85,Roma,14.07.2006
1939,50.62,Novlene Williams-Mills,JAM,26.04.82,Kingston,28.06.2008
1939,50.62,Shereefa Lloyd,JAM,02.09.82,Kingston,29.06.2008
1939,50.62,Tatyana Veshkurova,RUS,23.09.81,Kazan,17.07.2008
1939,50.62,Lyudmila Litvinova,RUS,08.06.85,Kazan,18.07.2008
1939,50.62,Rosemarie Whyte,JAM,08.09.86,New York City,09.06.2012
1939,50.62,Francena McCorory,USA,20.10.88,Angers,30.08.2014
1939,50.62,Amber Ferner,USA,18.01.83,Eugene,26.06.2015
1939,50.62,Natalya Pyhyda,UKR,30.01.81,Beijing,25.08.2015
1939,50.62,Novlene Williams-Mills,JAM,26.04.82,Kingston,24.06.2017
1973,50.63,Michelle Scutt,GBR,17.06.60,Cwmbran,31.05.1982
1973,50.63,Marina Kharlamova,RUS,24.05.62,Moskva,21.06.1983
1973,50.63,Lyudmila Belova,RUS,23.11.58,Moskva,04.08.1984
1973,50.63,Mariya Pinigina,UKR,09.02.58,Bryansk,17.07.1987
1973,50.63,Grace Jackson,JAM,14.06.61,Nice,10.07.1989
1973,50.63,Ana Fidelia Quirot,CUB,23.03.63,San Juan,28.07.1989
1973,50.63,Sandra Myers,ESP,04.01.61,London,12.07.1991
1973,50.63,Ximena Restrepo,COL,10.03.69,Barcelona,02.08.1992
1973,50.63,Deon Hemmings,JAM,09.10.68,Kingston,24.06.1995
1973,50.63,Olga Kotlyarova,RUS,12.04.76,Athínai,02.08.1997
1973,50.63,Lorraine Fenton,JAM,08.09.73,Kingston,19.06.1999
1973,50.63,Svetlana Pospelova,RUS,24.12.79,Gateshead,15.07.2000
1973,50.63,Mikele Barber,USA,04.10.80,Columbia,13.05.2001
1973,50.63,Sanya Richards-Ross,USA,26.02.85,Lincoln,31.05.2003
1973,50.63,Natalya Nazarova,RUS,22.05.79,Athínai,22.08.2004
1973,50.63,Monique Hennagan,USA,26.05.76,Moskva,05.09.2004
1973,50.63,Monique Hennagan,USA,26.05.76,Roma,08.07.2005
1973,50.63,Moushami Robinson,USA,13.04.81,Thessaloníki,24.07.2006
1973,50.63,Rosemarie Whyte,JAM,08.09.86,Beijing,17.08.2008
1973,50.63,Shericka Williams,JAM,17.09.85,Stockholm,31.07.2009
1973,50.63,Amantle Montsho,BOT,04.07.83,Zürich,19.08.2010
1973,50.63,Kaliese Spencer,JAM,06.04.87,Rieti,09.09.2012
1973,50.63,Christine Ohuruogu,GBR,17.05.84,Birmingham,30.06.2013
1973,50.63,Stephenie Ann McPherson,JAM,25.11.88,Eugene,31.05.2014
1973,50.63,Christine Ohuruogu,GBR,17.05.84,Beijing,27.08.2015
1973,50.63,Allyson Felix,USA,18.11.85,Birmingham,20.08.2017
1973,50.63,Makenzie Dunmore,USA,07.10.97,Palo Alto,13.05.2018
1973,50.63,Jaide Stepter Baynes,USA,25.04.94,Lausanne,05.07.2018
1973,50.63,Anna Kielbasinska,POL,26.06.90,Eugene,17.07.2022
2002,50.64,Gaby Bussmann,FRG,08.10.59,Athínai,07.09.1982
2002,50.64,Lillie Leatherwood,USA,06.07.64,Indianapolis,16.06.1985
2002,50.64,Diane Dixon,USA,23.09.64,Roma,10.09.1986
2002,50.64,Lillie Leatherwood,USA,06.07.64,Des Moines,25.04.1987
2002,50.64,Lyudmila Dzhigalova,UKR,22.01.62,Bratislava,20.06.1990
2002,50.64,Karin Janke,GER,14.10.63,Düsseldorf,11.08.1990
2002,50.64,Sandra Myers,ESP,04.01.61,Tokyo,26.08.1991
2002,50.64,Jearl Miles-Clark,USA,04.09.66,Lausanne,08.07.1992
2002,50.64,Ximena Restrepo,COL,10.03.69,Torino,04.09.1992
2002,50.64,Jearl Miles-Clark,USA,04.09.66,La Habana,27.09.1992
2002,50.64,Sandie Richards,JAM,06.11.68,Kingston,01.05.1993
2002,50.64,Sandie Richards,JAM,06.11.68,Göteborg,06.08.1995
2002,50.64,Anja Rücker,GER,20.12.72,Erfurt,03.07.1999
2002,50.64,Natalya Nazarova,RUS,22.05.79,Tula,29.07.1999
2002,50.64A,Heidi Seyerling,RSA,19.08.76,Roodepoort,16.03.2001
2002,50.64,Hazel-Ann Regis,GRN,01.02.81,Oxford MS,16.05.2004
2002,50.64,Dee Dee Trotter,USA,08.12.82,Monaco,10.09.2005
2002,50.64,Lorraine Fenton,JAM,08.09.73,Gateshead,11.06.2006
2002,50.64,Novlene Williams-Mills,JAM,26.04.82,Kingston,24.06.2006
2002,50.64,Tatyana Veshkurova,RUS,23.09.81,Zhukovskiy,24.06.2006
2002,50.64,Mariyana Dimitrova,BUL,29.07.82,Göteborg,10.08.2006
2002,50.64,Shericka Williams,JAM,17.09.85,Stuttgart,23.09.2007
2002,50.64,Amantle Montsho,BOT,04.07.83,Shanghai,20.09.2009
2002,50.64,Amantle Montsho,BOT,04.07.83,Brazzaville,30.05.2010
2002,50.64,Natasha Hastings,USA,23.07.86,Eugene,03.07.2010
2002,50.64,Kaliese Spencer,JAM,06.04.87,Berlin,22.08.2010
2002,50.64,Francena McCorory,USA,20.10.88,Ostrava,31.05.2011
2002,50.64,Shericka Williams,JAM,17.09.85,London,06.08.2011
2002,50.64,Amantle Montsho,BOT,04.07.83,Birmingham,30.06.2013
2002,50.64,Natasha Hastings,USA,23.07.86,Moskva,10.08.2013
2002,50.64,Novlene Williams-Mills,JAM,26.04.82,Kingston,03.07.2016
2002,50.64,Chrisann Gordon,JAM,18.09.94,Baton Rouge,22.04.2017
2002,50.64,Daina Harper,USA,26.05.95,Sacramento,24.06.2017
2002,50.64,Shakima Wimbley,USA,23.04.95,Baie-Mahault,12.05.2018
2002,50.64,Wadeline Jonathas,USA,19.02.98,Eugene,18.06.2021
2002,50.64,Fiordaliza Cofil,DOM,27.10.00,La Nucía,21.05.2022
2002,50.64,Charokee Young,JAM,21.08.00,Austin,29.04.2023
2039,50.65,Rosalyn Bryant,USA,07.01.56,Montréal,29.07.1976
2039,50.65,Irina Baskakova,RUS,25.08.56,Moskva,20.06.1983
2039,50.65,Marina Kharlamova,RUS,24.05.62,Leningrad,26.07.1983
2039,50.65,Mariya Pinigina,UKR,09.02.58,London,20.08.1983
2039,50.65,Yelena Ruzina,RUS,23.07.64,Kyiv,06.07.1990
2039,50.65,Maicel Malone,USA,12.06.69,Sheffield,22.07.1991
2039,50.65A,Rochelle Stevens,USA,08.09.66,San José,30.05.1992
2039,50.65,Jillian Richardson,CAN,10.03.65,Koblenz,26.08.1992
2039,50.65,Sandie Richards,JAM,06.11.68,Stuttgart,16.08.1993
2039,50.65A,Marie-José Pérec,FRA,09.05.68,San José,28.05.1994
2039,50.65,Rochelle Stevens,USA,08.09.66,Atlanta,17.06.1996
2039,50.65,Sandie Richards,JAM,06.11.68,Kingston,28.06.1996
2039,50.65,Falilat Ogunkoya,NGR,05.12.68,Atlanta,27.07.1996
2039,50.65,Jearl Miles-Clark,USA,04.09.66,Köln,16.08.1996
2039,50.65,Kim Graham,USA,26.03.71,Indianapolis,14.06.1997
2039,50.65,Grit Breuer,GER,16.02.72,Athínai,02.08.1997
2039,50.65,Charity Opara,NGR,20.05.72,Lisboa,20.06.1998
2039,50.65,Ana Guevara,MEX,04.03.77,Lisboa,18.07.1998
2039,50.65,Sandie Richards,JAM,06.11.68,Kuala Lumpur,17.09.1998
2039,50.65,Monique Henderson,USA,18.02.83,Northridge,29.05.2004
