Place,Time,Athlete,Country,Date of Birth,City,Event Date
1020,1:58.20,Francine Niyonsaba,BDI,05.05.93,Roma,02.06.2016
1020,1:58.20,Caster Semenya,RSA,07.01.91,Durban,26.06.2016
1020,1:58.20,Joanna Józwik,POL,30.01.91,Berlin,03.09.2016
1020,1:58.20,Ajee' Wilson,USA,08.05.94,Lausanne,05.07.2018
1020,1:58.20,Natoya Goule,JAM,30.03.91,Bellinzona,14.09.2021
1036,1:58.21,Lyudmila Borisova,RUS,30.07.59,Sochi,27.05.1984
1036,1:58.21,Fita Lovin,ROU,14.01.51,Köln,25.08.1985
1036,1:58.21,Christine Wachtel,GER,06.01.65,Oslo,01.07.1989
1036,1:58.21,Tatyana Grebenchuk,BLR,22.11.62,Seattle,23.07.1990
1036,1:58.21,Ana Fidelia Quirot,CUB,23.03.63,Köln,18.08.1995
1036,1:58.21,Maria Mutola,MOZ,27.10.72,Zaragoza,28.07.2007
1036,1:58.21,Yekaterina Kostetskaya,RUS,31.12.86,Kazan,17.07.2008
1036,1:58.21,Kenia Sinclair,JAM,14.07.80,Stockholm,29.07.2011
1036,1:58.21,Ajee' Wilson,USA,08.05.94,Moskva,18.08.2013
1036,1:58.21,Eunice Sum,KEN,10.04.88,Marrakesh,13.09.2014
1036,1:58.21,Joanna Józwik,POL,30.01.91,Zürich,01.09.2016
1047,1:58.22,Olga Monakhova,RUS,57,Leningrad,25.07.1981
1047,1:58.22,Joetta Clark-Diggs,USA,01.08.62,Barcelona,01.08.1992
1047,1:58.22,Joetta Clark-Diggs,USA,01.08.62,Atlanta,17.06.1996
1047,1:58.22,Stephanie Graf,AUT,26.04.73,London,22.07.2001
1047,1:58.22,Olga Kotlyarova,RUS,12.04.76,Osaka,28.08.2007
1047,1:58.22,Pheobe Wright,USA,30.08.88,Eugene,03.07.2010
1053,1:58.23,Tatyana Providokhina,RUS,26.03.53,Moskva,25.07.1980
1053,1:58.23,Tatyana Kazankina,RUS,17.12.51,Lausanne,15.08.1980
1053,1:58.23,Christine Wachtel,GER,06.01.65,Neubrandenburg,23.07.1989
1053,1:58.23,Maria Mutola,MOZ,27.10.72,Stockholm,16.07.2002
1053,1:58.23,Svetlana Cherkasova,RUS,20.05.78,Kazan,09.07.2004
1053,1:58.23,Svetlana Klyuka,RUS,27.12.78,Cheboksary,23.07.2009
1053,1:58.23,Nelly Chepchirchir,KEN,04.06.03,Grosseto,27.05.2023
1053,1:58.23,Natoya Goule,JAM,30.03.91,Paris,09.06.2023
1061,1:58.24,Christine Wachtel,GER,06.01.65,Potsdam,25.05.1984
1061,1:58.24,Ana Fidelia Quirot,CUB,23.03.63,New York City,29.07.1990
1061,1:58.24,Linda Kisabaka,GER,09.04.69,Zürich,14.08.1996
1061,1:58.24,Kelly Holmes,GBR,19.04.70,Stockholm,30.07.1999
1061,1:58.24,Hasna Benhassi,MAR,01.06.78,Lausanne,11.07.2006
1061,1:58.24,Kenia Sinclair,JAM,14.07.80,Beijing,18.08.2008
1067,1:58.25,Jolanta Januchta,POL,16.01.55,Moskva,27.07.1980
1067,1:58.25,Svetlana Masterkova,RUS,17.01.68,Nice,15.07.1991
1067,1:58.25,Letitia Vriesde,SUR,05.10.64,Tokyo,26.08.1991
1067,1:58.25,Maria Mutola,MOZ,27.10.72,Nice,15.07.1992
1067,1:58.25,Natalya Dukhnova,BLR,16.07.66,Zürich,04.08.1993
1067,1:58.25,Toni Hodgkinson,NZL,12.12.71,Atlanta,27.07.1996
1067,1:58.25,Maria Mutola,MOZ,27.10.72,Paris,21.07.1999
1067,1:58.25,Yekaterina Kostetskaya,RUS,31.12.86,Moskva,10.07.2011
1067,1:58.25,Yelena Kofanova,RUS,08.08.88,Cheboksary,22.07.2011
1067,1:58.25A,Emily Tuei,KEN,13.05.86,Nairobi,17.02.2018
1077,1:58.26,Sigrun Grau,GER,07.11.65,Stuttgart,27.08.1986
1077,1:58.26,Lin Na,CHN,18.01.80,Shanghai,21.10.1997
1077,1:58.26,Jolanda Ceplak,SLO,12.09.76,Rieti,07.09.2003
1077,1:58.26,Jolanda Ceplak,SLO,12.09.76,Rovereto,10.09.2003
1077,1:58.26,Mariya Dryakhlova,RUS,24.04.84,Tula,14.06.2006
1077,1:58.26,Janeth Jepkosgei,KEN,13.02.83,Zürich,29.08.2008
1077,1:58.26,Janeth Jepkosgei,KEN,13.02.83,Berlin,11.09.2011
1077,1:58.26,Janeth Jepkosgei,KEN,13.02.83,London,09.08.2012
1077,1:58.26,Caster Semenya,RSA,07.01.91,Ad-Dawhah,06.05.2016
1077,1:58.26,Faith Kipyegon,KEN,10.01.94,Ad-Dawhah,28.05.2021
1077,1:58.26,Natoya Goule,JAM,30.03.91,Tokyo,03.08.2021
1077,1:58.26,Raevyn Rogers,USA,07.09.96,Eugene,24.07.2022
1089,1:58.27,Doina Melinte,ROU,27.12.56,Bruxelles,30.08.1985
1089,1:58.27,Lilia Nurutdinova,RUS,15.12.63,Kyiv,11.07.1991
1089,1:58.27,Luciana de Paula,Mende,BRA,2r1 Hechtel,30.07.1994
1089,1:58.27,Maria Mutola,MOZ,27.10.72,London,10.09.1994
1089,1:58.27,Kelly Holmes,GBR,19.04.70,Berlin,01.09.1995
1089,1:58.27,Maria Mutola,MOZ,27.10.72,Barcelona,25.07.1998
1089,1:58.27,Natalya Tsyganova,RUS,07.02.71,Tula,14.06.2006
1089,1:58.27,Kenia Sinclair,JAM,14.07.80,Rieti,27.08.2006
1089,1:58.27,Halima Hachlaf,MAR,06.09.88,Oslo,09.06.2011
1089,1:58.27A,Margaret Wambui,KEN,15.09.95,Eldoret,01.07.2016
1089,1:58.27,Jemma Reekie,GBR,06.03.98,Walnut,09.05.2021
1100,1:58.28,Christine Wachtel,GER,06.01.65,Dresden,19.05.1984
1100,1:58.28,Tudorita Chidu,ROU,17.10.67,Bucuresti,12.06.1988
1100,1:58.28,Sigrun Grau,GER,07.11.65,Pescara,19.07.1989
1100,1:58.28,Letitia Vriesde,SUR,05.10.64,Barcelona,01.08.1992
1100,1:58.28,Tatyana Grigoryeva,RUS,11.03.72,Köln,18.08.1995
1100,1:58.28,Olga Raspopova,RUS,27.12.78,Tula,30.07.2004
1100,1:58.28,Kenia Sinclair,JAM,14.07.80,Beijing,16.08.2008
1100,1:58.28,Kate Grace,USA,24.10.88,Zürich,01.09.2016
1100,1:58.28,Diribe Welteji,ETH,13.05.02,Chorzów,05.06.2022
1100,1:58.28,Ajee' Wilson,USA,08.05.94,Chorzów,06.08.2022
1110,1:58.29,Christine Wachtel,GER,06.01.65,Rostock,25.06.1988
1110,1:58.29,Natalya Dukhnova,BLR,16.07.66,Helsinki,29.06.1994
1110,1:58.29,Tatyana Grigoryeva,RUS,11.03.72,Zürich,16.08.1995
1110,1:58.29,Letitia Vriesde,SUR,05.10.64,Atlanta,27.07.1996
1110,1:58.29,María Teresa Martínez,ESP,17.05.76,Zürich,16.08.2002
1110,1:58.29,Kenia Sinclair,JAM,14.07.80,Eugene,04.06.2011
1116,1:58.3A,Ileana Silai,ROU,14.10.41,Poiana Brasov,07.08.1977
1116,1:58.3,Lyudmila Veselkova,RUS,25.10.50,Dortmund,30.06.1978
1116,1:58.3,Olga Vakhrusheva,UKR,26.11.47,Donetsk,29.06.1979
1116,1:58.3,Yekaterina Podkopayeva,RUS,11.06.52,Kaunas,12.08.1979
1116,1:58.3,Lyudmila Veselkova,RUS,25.10.50,Moskva,11.06.1980
1116,1:58.3,Anita Weiß,GDR,16.07.55,Cottbus,17.07.1980
1116,1:58.3,Christine Wachtel,GER,06.01.65,Neubrandenburg,26.06.1985
1116,1:58.3,Laima Baikauskaité,LTU,10.06.56,Moskva,23.08.1985
1116,1:58.30,Madeline Jackson,USA,11.01.48,Eugene,24.06.1980
1116,1:58.30,Jolanta Januchta,POL,16.01.55,Zagreb,15.08.1981
1116,1:58.30,Nadezhda Loboyko,RUS,07.09.61,Donetsk,08.09.1984
1116,1:58.30,Hildegard Körner,GDR,20.12.59,Leipzig,10.08.1985
1116,1:58.30,Inna Yevseyeva,UKR,14.08.64,Kyiv,11.07.1991
1116,1:58.30,Natalya Dukhnova,BLR,16.07.66,Gomel,23.07.1993
1116,1:58.30,Stephanie Graf,AUT,26.04.73,Zagreb,05.07.1999
1116,1:58.30,Jearl Miles-Clark,USA,04.09.66,Bruxelles,03.09.1999
1116,1:58.30,Olga Raspopova,RUS,27.12.78,Moskva,11.07.2000
1116,1:58.30,Jolanda Ceplak,SLO,12.09.76,Velenje,21.06.2003
1116,1:58.30,Liliya Lobanova,UKR,14.10.85,Yalta,31.05.2011
1116,1:58.30,Melissa Bishop-Nriagu,CAN,05.08.88,Zürich,24.08.2017
1116,1:58.30,Keely Hodgkinson,GBR,03.03.02,Eugene,21.08.2021
1116,1:58.30,Sage Hurta,USA,23.06.98,Eugene,24.06.2022
1138,1:58.31,Martina Steuk,GDR,11.11.59,Roma,05.09.1981
1138,1:58.31,Hildegard Körner,GDR,20.12.59,Erfurt,02.06.1984
1138,1:58.31,Sandra Stals,BEL,05.06.75,Hechtel,01.08.1998
1138,1:58.31,Stephanie Graf,AUT,26.04.73,Roma,07.07.1999
1138,1:58.31,Svetlana Klyuka,RUS,27.12.78,Beijing,16.08.2008
1138,1:58.31,Lynsey Sharp,GBR,11.07.90,Berlin,03.09.2016
1144,1:58.32,Jolanta Januchta,POL,16.01.55,Roma,05.09.1981
1144,1:58.32,Sigrun Grau,GER,07.11.65,Erfurt,23.06.1985
1144,1:58.32,Sigrun Grau,GER,07.11.65,Leipzig,09.08.1985
1144,1:58.32,Jarmila Kratochvílová,CZE,26.01.51,Budapest,06.07.1987
1144,1:58.32,Nadezhda Olizarenko,UKR,28.11.53,Kyiv,31.07.1988
1144,1:58.32,Yvonne Graham,GER,22.08.65,Jena,06.06.1990
1144,1:58.32,Olga Raspopova,RUS,27.12.78,Tula,31.07.2004
1144,1:58.32,Catriona Bisset,AUS,01.03.94,Brisbane,02.04.2023
1152,1:58.33,Mary Slaney,USA,04.08.58,Lausanne,14.07.1982
1152,1:58.33,Claudette Groenendaal,USA,01.11.63,Bern,16.08.1985
1152,1:58.33,Ella Kovács,ROU,11.12.64,Split,29.08.1990
1152,1:58.33,Lyudmila Rogachova,RUS,10.10.66,Lausanne,07.07.1993
1152,1:58.33,Patricia Djaté,FRA,03.01.71,Köln,18.08.1995
1152,1:58.33,Irina Mistyukevich,RUS,17.06.77,Jena,05.06.1999
1152,1:58.33,Maria Mutola,MOZ,27.10.72,Eugene,10.06.2007
1152,1:58.33,Yekaterina Kostetskaya,RUS,31.12.86,Beijing,16.08.2008
1152,1:58.33,Alysia Montaño,USA,26.04.86,Eugene,26.06.2011
1152,1:58.33,Pamela Jelimo,KEN,15.12.89,Roma,31.05.2012
1152,1:58.33,Natoya Goule,JAM,30.03.91,Rabat,13.07.2018
1163,1:58.34,Lyubov Gurina,RUS,06.08.57,Kyiv,20.06.1984
1163,1:58.34,Lyubov Gurina,RUS,06.08.57,Nice,21.07.1993
1163,1:58.34,Svetlana Masterkova,RUS,17.01.68,Sankt Peterburg,02.07.1996
1163,1:58.34,Natalya Tsyganova,RUS,07.02.71,Bruxelles,03.09.1999
1163,1:58.34,Claudia Gesell,GER,18.12.77,Leverkusen,20.08.2000
1163,1:58.34,Faith Macharia,KEN,09.02.76,Monaco,20.07.2001
1163,1:58.34,Svetlana Cherkasova,RUS,20.05.78,Zürich,06.08.2004
1163,1:58.34,Fabienne Kohlmann,GER,06.11.89,Berlin,06.09.2015
1163,1:58.34,Aleksandra Gulyayeva,RUS,30.04.94,Zhukovskiy,29.07.2017
1163,1:58.34,Kate Grace,USA,24.10.88,Zürich,09.09.2021
1163,1:58.34,Natoya Goule,JAM,30.03.91,Zürich,09.09.2021
1174,1:58.35,Valentina Gerasimova,KAZ,15.05.48,München,30.05.1976
1174,1:58.35,Nadezhda Loboyko,RUS,07.09.61,Baku,16.09.1984
1174,1:58.35,Larisa Chzhao,RUS,04.02.71,Kazan,25.06.2005
1174,1:58.35,Svetlana Cherkasova,RUS,20.05.78,Lausanne,11.07.2006
1174,1:58.35,Joanna Józwik,POL,30.01.91,Beijing,27.08.2015
1174,1:58.35,Lynsey Sharp,GBR,11.07.90,Zagreb,29.08.2017
1174,1:58.35,Charlene Lipsey,USA,16.07.91,Eugene,26.05.2018
1174,1:58.35,Allie Wilson,USA,31.03.96,Eugene,26.06.2022
1182,1:58.36,Ines Vogelgesang,GDR,27.11.63,Leipzig,27.07.1983
1182,1:58.36,Dagmar Neubauer,GER,03.06.62,Potsdam,25.05.1984
1182,1:58.36,Vera Chuvashova,RUS,07.10.59,Kyiv,16.07.1986
1182,1:58.36,Yelena Afanasyeva,RUS,23.02.66,Paris,28.06.1996
1182,1:58.36,Meredith Valmon,USA,15.10.68,Monaco,08.08.1998
1182,1:58.36,Yelena Kofanova,RUS,08.08.88,Lausanne,23.08.2012
1182,1:58.36,Marina Arzamasova,BLR,17.12.87,Zürich,01.09.2016
1182,1:58.36,Ajee' Wilson,USA,08.05.94,Palo Alto,30.06.2019
1190,1:58.37,Svetlana Kitova,TJK,25.06.60,Kyiv,22.06.1984
1190,1:58.37,Fita Lovin,ROU,14.01.51,Bruxelles,30.08.1985
1190,1:58.37,Gabriela Sedlaková,SVK,02.03.68,Berlin,21.08.1987
1190,1:58.37,Lyubov Gurina,RUS,06.08.57,Kyiv,31.07.1988
1190,1:58.37,Joetta Clark-Diggs,USA,01.08.62,Monaco,10.08.1996
1190,1:58.37,Zulia Calatayud,CUB,09.11.79,Saint-Denis,01.07.2005
1190,1:58.37,Morgan Uceny,USA,10.03.85,Lignano Sabbiadoro,19.07.2011
1190,1:58.37,Fabienne Kohlmann,GER,06.11.89,Bellinzona,21.07.2015
1190,1:58.37,Selina Rutz-Büchel,SUI,26.07.91,Bellinzona,15.09.2020
1190,1:58.37,Allie Wilson,USA,31.03.96,Padova,04.09.2022
1200,1:58.38,Martina Steuk,GDR,11.11.59,Tbilisi,27.06.1981
1200,1:58.38,Jarmila Kratochvílová,CZE,26.01.51,Berlin,23.08.1985
1200,1:58.38,Ana Fidelia Quirot,CUB,23.03.63,Nice,10.07.1989
1200,1:58.38,Oksana Mernikova,BLR,21.11.67,Gomel,23.07.1993
1200,1:58.38,Linda Kisabaka,GER,09.04.69,Eugene,25.05.1997
1200,1:58.38,Kenia Sinclair,JAM,14.07.80,Athínai,03.07.2006
1200,1:58.38,Tatyana Petlyuk,UKR,22.02.82,Kyiv,03.07.2008
1200,1:58.38,Melissa Bishop-Nriagu,CAN,05.08.88,Rio de Janeiro,17.08.2016
1200,1:58.38,Habitam Alemu,ETH,09.07.97,Lausanne,05.07.2018
1209,1:58.39,Anita Weiß,GDR,16.07.55,Karl-Marx-Stadt,29.05.1976
1209,1:58.39,Doina Melinte,ROU,27.12.56,Budapest,30.06.1982
1209,1:58.39,Joetta Clark-Diggs,USA,01.08.62,Zürich,17.08.1994
1209,1:58.39,Argentina Paulino,MOZ,07.07.73,Kuala Lumpur,19.09.1998
1209,1:58.39,Stephanie Graf,AUT,26.04.73,Sydney,22.09.2000
1209,1:58.39,Diane Cummins,CAN,19.01.74,Rieti,02.09.2001
1209,1:58.39,Mariya Savinova,RUS,13.08.85,Monaco,28.07.2009
1209,1:58.39,Halimah Nakaayi,UGA,16.10.94,Tomblaine,27.06.2018
1209,1:58.39,Hanna Green,USA,16.10.94,Paris,24.08.2019
1209,1:58.39,Ajee' Wilson,USA,08.05.94,Eugene,27.06.2021
1209,1:58.39,Natoya Goule,JAM,30.03.91,Birmingham,02.08.2022
1220,1:58.4,Fita Lovin,ROU,14.01.51,Sofia,30.06.1979
1220,1:58.4,Totka Petrova,BUL,17.12.56,Sofia,29.07.1979
1220,1:58.4,Maria Enkina,RUS,04.02.51,Podolsk,04.08.1979
1220,1:58.4,Lyudmila Veselkova,RUS,25.10.50,Moskva,05.07.1980
1220,1:58.4,Galina Reznikova,RUS,19.04.61,Alma-Ata,08.08.1984
1220,1:58.40,Slobodanka Colovic,CRO,10.01.65,Athínai,27.06.1987
1220,1:58.40,Ana Fidelia Quirot,CUB,23.03.63,Oslo,04.07.1987
1220,1:58.40,Halima Hachlaf,MAR,06.09.88,Roma,10.06.2010
1220,1:58.40,Habitam Alemu,ETH,09.07.97,Tokyo,31.07.2021
1220,1:58.40,Sage Hurta,USA,23.06.98,Chorzów,06.08.2022
1230,1:58.41,Katrin Wühn,GDR,19.11.65,Erfurt,12.05.1984
1230,1:58.41,Lyubov Gurina,RUS,06.08.57,Sochi,27.05.1984
1230,1:58.41,Jearl Miles-Clark,USA,04.09.66,Zürich,16.08.2002
1230,1:58.41,Tatyana Andrianova,RUS,10.12.79,Athínai,21.08.2004
1230,1:58.41,Hasna Benhassi,MAR,01.06.78,Roma,08.07.2005
1230,1:58.41,Brigitta Langerholc,SLO,23.07.76,Osaka,26.08.2007
1230,1:58.41,Janeth Jepkosgei,KEN,13.02.83,Stuttgart,14.09.2008
1230,1:58.41,Kenia Sinclair,JAM,14.07.80,Kingston,07.05.2011
1230,1:58.41,Alysia Montaño,USA,26.04.86,Zürich,08.09.2011
1230,1:58.41,Yelena Kofanova,RUS,08.08.88,Monaco,20.07.2012
1230,1:58.41,Eunice Sum,KEN,10.04.88,Lausanne,25.08.2016
1230,1:58.41,Angelika Cichocka,POL,15.03.88,London,13.08.2017
1230,1:58.41,Jemma Reekie,GBR,06.03.98,Marseille,09.06.2021
1230,1:58.41A,Prudence Sekgodisa,RSA,05.01.02,Nairobi,07.05.2022
1244,1:58.42,Lyudmila Veselkova,RUS,25.10.50,Tbilisi,27.06.1981
1244,1:58.42,Fita Lovin,ROU,14.01.51,Bruxelles,28.08.1981
1244,1:58.42,Olga Mineyeva,RUS,01.09.52,Tokyo,24.09.1982
1244,1:58.42,Ella Kovács,ROU,11.12.64,Bucuresti,11.07.1984
1244,1:58.42,Milena Strnadová,CZE,23.05.61,Praha,11.08.1985
1244,1:58.42,Gaby Bussmann,FRG,08.10.59,Budapest,11.08.1986
1244,1:58.42,Ana Fidelia Quirot,CUB,23.03.63,Koblenz,28.08.1988
1244,1:58.42,Meredith Valmon,USA,15.10.68,Monaco,09.09.1995
1244,1:58.42,Alysia Montaño,USA,26.04.86,London,09.08.2012
1244,1:58.42,Charlene Lipsey,USA,16.07.91,Monaco,20.07.2018
1244,1:58.42,Laura Muir,GBR,09.05.93,Monaco,12.07.2019
1244,1:58.42,Catriona Bisset,AUS,01.03.94,Monaco,09.07.2021
1256,1:58.43,Mary Slaney,USA,04.08.58,Byrkjelo,03.07.1982
1256,1:58.43,Vera Dodika,RUS,21.02.59,Krasnodar,21.06.1986
1256,1:58.43,Vera Chuvashova,RUS,07.10.59,Pärnu,13.07.1988
1256,1:58.43,Lyudmila Rogachova,RUS,10.10.66,Sankt Peterburg,28.07.1994
1256,1:58.43,Letitia Vriesde,SUR,05.10.64,Zürich,13.08.1997
1256,1:58.43,Brenda Martinez,USA,08.09.87,Monaco,21.07.2017
1262,1:58.44,Tatyana Providokhina,RUS,26.03.53,Moskva,24.07.1980
1262,1:58.44,Maria Enkina,RUS,04.02.51,Leningrad,25.07.1981
1262,1:58.44,Doina Melinte,ROU,27.12.56,Berlin,23.08.1985
1262,1:58.44,Martina Steuk,GDR,11.11.59,Neubrandenburg,10.06.1987
1262,1:58.44,Irina Podyalovskaya,RUS,19.10.59,Kyiv,01.08.1988
1262,1:58.44,Christine Wachtel,GER,06.01.65,Seoul,25.09.1988
1262,1:58.44,Larisa Mikhaylova,RUS,03.01.69,Moskva,05.06.1999
1262,1:58.44,Stephanie Graf,AUT,26.04.73,Roma,29.06.2001
1262,1:58.44,Svetlana Klyuka,RUS,27.12.78,Oslo,29.07.2005
1262,1:58.44,Eunice Sum,KEN,10.04.88,London,25.07.2015
1262,1:58.44,Marina Arzamasova,BLR,17.12.87,Rio de Janeiro,17.08.2016
1262,1:58.44,Raevyn Rogers,USA,07.09.96,Eugene,28.05.2022
1262,1:58.44,Jemma Reekie,GBR,06.03.98,Chorzów,05.06.2022
1275,1:58.45,Hildegard Falck,FRG,08.06.49,Stuttgart,11.07.1971
1275,1:58.45,Olga Mineyeva,RUS,01.09.52,Cottbus,25.06.1982
1275,1:58.45,Yelena Medvedyeva,BLR,14.07.59,Donetsk,07.09.1984
1275,1:58.45,Kirsty Wade,GBR,06.08.62,London,02.08.1985
1275,1:58.45,Kirsty Wade,GBR,06.08.62,Moskva,07.06.1987
1275,1:58.45,Sigrun Grau,GER,07.11.65,Stockholm,30.06.1987
1275,1:58.45,Sigrun Grau,GER,07.11.65,Oslo,14.07.1990
1275,1:58.45,Kelly Holmes,GBR,19.04.70,Sydney,23.09.2000
1275,1:58.45,Maria Mutola,MOZ,27.10.72,Saint-Denis,24.08.2003
1275,1:58.45,Rebecca Lyne,GBR,04.07.82,Göteborg,10.08.2006
1275,1:58.45,Marilyn Okoro,GBR,23.09.84,London,26.07.2008
1275,1:58.45,Caster Semenya,RSA,07.01.91,Stellenbosch,16.04.2016
1287,1:58.46,Irina Podyalovskaya,RUS,19.10.59,Cork,03.07.1984
1287,1:58.46,Maria Mutola,MOZ,27.10.72,Oslo,04.07.1992
1287,1:58.46,Joetta Clark-Diggs,USA,01.08.62,Zürich,04.08.1993
1287,1:58.46,Svetlana Masterkova,RUS,17.01.68,Berlin,27.08.1993
1287,1:58.46,Tatyana Andrianova,RUS,10.12.79,Kazan,25.06.2005
1287,1:58.46,Nataliya Lupu,UKR,04.11.87,Yalta,14.06.2012
1287,1:58.46,Brenda Martinez,USA,08.09.87,Sacramento,25.06.2017
1287,1:58.46,Laura Muir,GBR,09.05.93,Walnut,09.05.2021
1287,1:58.46,Olivia Baker,USA,12.06.96,Eugene,24.06.2022
1296,1:58.47,Doina Melinte,ROU,27.12.56,Sofia,17.06.1984
1296,1:58.47,Fita Lovin,ROU,14.01.51,Bucuresti,10.07.1984
1296,1:58.47,Lyubov Gurina,RUS,06.08.57,Leningrad,08.06.1986
1296,1:58.47,Joetta Clark-Diggs,USA,01.08.62,New Orleans,21.06.1992
1296,1:58.47,Hasna Benhassi,MAR,01.06.78,Nice,16.07.1998
1296,1:58.47,Hasna Benhassi,MAR,01.06.78,Nürnberg,25.06.2000
1296,1:58.47,Svetlana Klyuka,RUS,27.12.78,Moskva,27.07.2003
1296,1:58.47,Svetlana Cherkasova,RUS,20.05.78,Roma,08.07.2005
1296,1:58.47,Ajee' Wilson,USA,08.05.94,Nassau,20.08.2022
1296,1:58.47,Sage Hurta,USA,23.06.98,Zürich,08.09.2022
1306,1:58.48,Maricica Puica,ROU,29.07.50,Pescara,02.08.1981
1306,1:58.48,Galina Reznikova,RUS,19.04.61,Kyiv,31.07.1988
1306,1:58.48,Chen Xuehui,CHN,13.07.69,Beijing,09.09.1993
1306,1:58.48,Joetta Clark-Diggs,USA,01.08.62,Monaco,16.08.1997
1306,1:58.48A,Pamela Jelimo,KEN,15.12.89,Nairobi,23.06.2012
1306,1:58.48,Eunice Sum,KEN,10.04.88,Lausanne,03.07.2014
1306,1:58.48,Melissa Bishop-Nriagu,CAN,05.08.88,Birmingham,05.06.2016
1306,1:58.48,Rénelle Lamote,FRA,26.12.93,Roma,09.06.2022
1306,1:58.48,Allie Wilson,USA,31.03.96,Nassau,20.08.2022
1315,1:58.49,Hildegard Körner,GDR,20.12.59,Berlin,10.06.1981
1315,1:58.49,Milena Strnadová,CZE,23.05.61,Warszawa,28.07.1985
1315,1:58.49,Ana Fidelia Quirot,CUB,23.03.63,Budapest,06.07.1987
1315,1:58.49,Sigrun Grau,GER,07.11.65,Düsseldorf,19.06.1988
1315,1:58.49,Lyubov Gurina,RUS,06.08.57,Kyiv,01.08.1988
1315,1:58.49,Inna Yevseyeva,UKR,14.08.64,Kyiv,01.08.1988
1315,1:58.49,Slobodanka Colovic,CRO,10.01.65,Seoul,25.09.1988
1315,1:58.49,Maite Zúñiga,ESP,28.12.64,Barcelona,09.09.1989
1315,1:58.49,Meredith Valmon,USA,15.10.68,Göteborg,11.08.1995
1315,1:58.49,Patricia Djaté,FRA,03.01.71,Berlin,01.09.1995
1315,1:58.49,Kelly Holmes,GBR,19.04.70,Atlanta,27.07.1996
1315,1:58.49,Maria Mutola,MOZ,27.10.72,Hengelo,31.05.2004
1315,1:58.49,Pamela Jelimo,KEN,15.12.89,Ostrava,25.05.2012
1315,1:58.49,Rose Mary Almanza,CUB,13.07.92,Barcelona,30.06.2016
1315,1:58.49,Natoya Goule,JAM,30.03.91,Zürich,30.08.2018
1330,1:58.5,Yekaterina Podkopayeva,RUS,11.06.52,Sochi,09.06.1979
1330,1:58.5,Fita Lovin,ROU,14.01.51,Banská Bystrica,24.06.1979
1330,1:58.5,Nina Vershina,RUS,58,Moskva,23.07.1979
1330,1:58.5,Svetlana Styrkina,RUS,01.01.49,Podolsk,04.08.1979
1330,1:58.5,Totka Petrova,BUL,17.12.56,Athínai,10.08.1979
1330,1:58.5,Fita Lovin,ROU,14.01.51,Bucuresti,05.05.1980
1330,1:58.5,Nadezhda Olizarenko,UKR,28.11.53,Sochi,24.05.1980
1330,1:58.5,Zamira Zaytseva,UZB,16.02.53,Moskva,22.07.1980
1330,1:58.5,Svetlana Popova,UKR,03.02.59,Kharkov,08.08.1980
1330,1:58.5,Laima Juknaviciené,LTU,15.07.57,Stayki,28.05.1983
1330,1:58.5,Natalya Artyomova,RUS,05.01.63,Leningrad,03.06.1984
1330,1:58.5,Yekaterina Podkopayeva,RUS,11.06.52,Moskva,06.07.1984
1330,1:58.5,Yekaterina Podkopayeva,RUS,11.06.52,Ryazan,24.08.1985
1330,1:58.5,Lyudmila Rogachova,RUS,10.10.66,Bryansk,11.08.1990
1330,1:58.50,Madeline Jackson,USA,11.01.48,Sacramento,21.06.1981
1330,1:58.50,Kim Gallagher,USA,11.06.64,Los Angeles,19.06.1984
1330,1:58.50,Hildegard Körner,GDR,20.12.59,Praha,17.08.1984
1330,1:58.50,Jarmila Kratochvílová,CZE,26.01.51,Paris,04.09.1984
1330,1:58.50,Jarmila Kratochvílová,CZE,26.01.51,Bruxelles,30.08.1985
1330,1:58.50,Nadezhda Olizarenko,UKR,28.11.53,Kyiv,30.07.1988
1330,1:58.50,Ana Fidelia Quirot,CUB,23.03.63,Bruxelles,10.08.1990
1330,1:58.50,Lyubov Gurina,RUS,06.08.57,Nice,15.07.1991
1330,1:58.50,Ana Fidelia Quirot,CUB,23.03.63,Berlin,01.09.1995
1330,1:58.50,Jearl Miles-Clark,USA,04.09.66,Paris,29.07.1998
1330,1:58.50,Yelena Afanaseyeva,RUS,01.03.67,Budapest,20.08.1998
1330,1:58.50,Maria Mutola,MOZ,27.10.72,Ostrava,12.06.2002
1330,1:58.50,Svetlana Klyuka,RUS,27.12.78,Kazan,17.07.2008
1330,1:58.50,Yelena Kofanova,RUS,08.08.88,Saransk,13.08.2010
1330,1:58.50,Janeth Jepkosgei,KEN,13.02.83,Daegu,02.09.2011
1330,1:58.50,Maggie Vessey,USA,23.12.81,Daegu,04.09.2011
1330,1:58.50,Janeth Jepkosgei,KEN,13.02.83,Ad-Dawhah,11.05.2012
1330,1:58.50,Sifan Hassan,NED,01.01.93,Beijing,27.08.2015
1330,1:58.50,Lore Hoffmann,SUI,25.07.96,Bellinzona,15.09.2020
1330,1:58.50,Rénelle Lamote,FRA,26.12.93,Oslo,16.06.2022
1330,1:58.50,Allie Wilson,USA,31.03.96,Eugene,24.06.2022
1365,1:58.51,Anna Bukis,POL,08.09.53,Lódz,09.07.1980
1365,1:58.51,Nadezhda Olizarenko,UKR,28.11.53,Moskva,09.06.1990
1365,1:58.51,Ella Kovács,ROU,11.12.64,Zürich,15.08.1990
