Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
2230,22.59,-0.2,Randy Givens,USA,27.03.62,Los Angeles,22.06.1984
2230,22.59,+1.4,Irina Slyusar,UKR,19.03.63,Kobe,31.08.1985
2230,22.59,-2.3,Grace Jackson,JAM,14.06.61,Kobe,02.09.1985
2230,22.59A,+0.3,Randy Givens,USA,27.03.62,San José,31.05.1986
2230,22.59,+0.4,Valerie Brisco,USA,06.07.60,Oslo,05.07.1986
2230,22.59,+0.9,Pam Marshall,USA,16.08.60,Budapest,11.08.1986
2230,22.59,+1.6,Juliet Cuthbert,JAM,09.04.64,Walnut,31.05.1987
2230,22.59,-0.4,Juliet Cuthbert,JAM,09.04.64,Budapest,12.08.1988
2230,22.59,-0.2,Grace Jackson,JAM,14.06.61,London,28.08.1988
2230,22.59,+1.7,Katrin Krabbe,GER,22.11.69,Seoul,29.09.1988
2230,22.59,+0.6,Marie-José Pérec,FRA,09.05.68,Bruxelles,25.08.1989
2230,22.59,+0.7,Marie-José Pérec,FRA,09.05.68,Bern,29.08.1989
2230,22.59,-1.0,Galina Malchugina,RUS,17.12.62,Zürich,15.08.1990
2230,22.59,+1.0,Galina Malchugina,RUS,17.12.62,Athínai,07.09.1990
2230,22.59,-5.1,Merlene Ottey,JAM,10.05.60,Tokyo,30.08.1991
2230,22.59,+0.7,Juliet Cuthbert,JAM,09.04.64,Sevilla,06.06.1992
2230,22.59,±0.0,Grace Jackson,JAM,14.06.61,Barcelona,03.08.1992
2230,22.59,+0.8,Carlette Guidry,USA,04.09.68,Stockholm,12.07.1994
2230,22.59,+0.9,Dannette Young,USA,06.10.64,Oslo,22.07.1994
2230,22.59,-1.0,Cathy Freeman,AUS,16.02.73,Zürich,17.08.1994
2230,22.59,-0.2,Mary Onyali,NGR,03.02.68,Göteborg,09.08.1995
2230,22.59,-0.3,Galina Malchugina,RUS,17.12.62,Köln,18.08.1995
2230,22.59,+1.0,Beverly McDonald,JAM,15.02.70,Bruxelles,25.08.1995
2230,22.59,+0.9,Irina Privalova,RUS,12.11.68,Berlin,01.09.1995
2230,22.59,+1.5,Viktoriya Fomenko,UKR,02.10.70,Kyiv,08.06.1996
2230,22.59,+0.4,Celena Mondie-Milner,USA,06.08.68,Atlanta,22.06.1996
2230,22.59,-0.5,Celena Mondie-Milner,USA,06.08.68,Atlanta,22.06.1996
2230,22.59,-0.6,Cheryl Taplin,USA,02.09.72,Atlanta,23.06.1996
2230,22.59,-1.5,Marie-José Pérec,FRA,09.05.68,Tokyo,16.09.1996
2230,22.59,-2.3,Inger Miller,USA,12.06.72,Athínai,07.08.1997
2230,22.59,+0.2,Yekaterina Grigoryeva,RUS,21.04.74,Athínai,07.08.1997
2230,22.59,+0.4,Zhanna Block,UKR,06.07.72,Monaco,16.08.1997
2230,22.59,+1.4,LaKeisha Backus,USA,15.12.76,Austin,02.05.1998
2230,22.59,+1.2,Peta-Gaye Dowdie,JAM,18.01.77,Gainesville,24.05.1998
2230,22.59,+0.7,Svetlana Goncharenko,RUS,26.05.71,Paris,20.06.1999
2230,22.59,+0.6,Sevatheda Fynes,BAH,17.10.74,Zürich,11.08.1999
2230,22.59,±0.0,Melinda Gainsford-Taylor,AUS,01.10.71,Brisbane,11.02.2000
2230,22.59,+1.8,Aleen Bailey,JAM,25.11.80,Lawrence,21.04.2001
2230,22.59,-0.1,Myriam Mani,CMR,21.05.77,Edmonton,09.08.2001
2230,22.59,+0.7,LaTasha Jenkins,USA,19.12.77,Nashville,20.04.2002
2230,22.59,±0.0,Aleen Bailey,JAM,25.11.80,Kingston,21.06.2003
2230,22.59,±0.0,Allyson Felix,USA,18.11.85,Palo Alto,22.06.2003
2230,22.59,-0.3,Muriel Hurtis,FRA,25.03.79,Saint-Denis,28.08.2003
2230,22.59,+0.4,Veronica Campbell-Brown,JAM,16.05.82,Athínai,23.08.2004
2230,22.59,+1.2,Angela Daigle,USA,28.05.76,Carson,22.05.2005
2230,22.59,+0.6,Sherone Simpson,JAM,12.08.84,Melbourne,23.03.2006
2230,22.59,-0.3,Debbie Ferguson-McKenzie,BAH,16.01.76,Stockholm,25.07.2006
2230,22.59,-0.1,Lauryn Williams,USA,11.09.83,Eugene,05.07.2008
2230,22.59,+0.4,Muna Lee,USA,30.10.81,Saint-Denis,18.07.2008
2230,22.59,±0.0,Carmelita Jeter,USA,24.11.79,Westwood,11.04.2009
2230,22.59,+1.4,Bianca Knight,USA,02.01.89,New York City,12.06.2010
2230,22.59,+0.1,Lina Jacques-Sébastien,FRA,10.05.85,Barcelona,31.07.2010
2230,22.59,-0.2,Bianca Knight,USA,02.01.89,Stockholm,06.08.2010
2230,22.59,+1.2,Jeneba Tarmoh,USA,27.09.89,Eugene,26.06.2011
2230,22.59,+1.0,Bianca Knight,USA,02.01.89,Birmingham,10.07.2011
2230,22.59,+1.0,Marshevet Hooker,USA,25.09.84,Birmingham,10.07.2011
2230,22.59,-0.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Zürich,08.09.2011
2230,22.59,+0.3,Allyson Felix,USA,18.11.85,Moskva,15.08.2013
2230,22.59,+1.8,Anthonique Strachan,BAH,22.08.93,Auburn,05.04.2014
2230,22.59,+0.9,Olivia Ekponé,USA,05.01.93,Fayetteville,31.05.2014
2230,22.59A,-0.5,Semoy Hackett,TTO,27.11.88,"San José, CRC",07.08.2015
2230,22.59,+0.3,Elaine Thompson-Herah,JAM,28.06.92,Rieti,13.09.2015
2230,22.59,+0.6,Ella Nelson,AUS,10.05.94,Sydney,03.04.2016
2230,22.59,+0.8,Murielle Ahouré-Demps,CIV,23.08.87,Rio de Janeiro,16.08.2016
2230,22.59,-0.6,Deanna Hill,USA,13.04.96,Torrance,15.04.2017
2230,22.59,-1.4,Kimberlyn Duncan,USA,02.08.91,Sacramento,25.06.2017
2230,22.59,-2.5,Kimberlyn Duncan,USA,02.08.91,Sacramento,25.06.2017
2230,22.59,+0.8,Kimberlyn Duncan,USA,02.08.91,London,11.08.2017
2230,22.59,+0.2,Phyllis Francis,USA,04.05.92,Berlin,27.08.2017
2230,22.59,+0.3,Ashley Henderson,USA,04.12.95,Fresno,12.05.2018
2230,22.59,+0.5,Mikiah Brisco,USA,14.07.96,Tampa,26.05.2018
2230,22.59,-1.3,Beth Dobbin,GBR,07.06.94,Birmingham,01.07.2018
2230,22.59,+1.8,Abby Steiner,USA,24.11.99,Fayetteville,11.05.2019
2230,22.59,+0.1,Teahna Daniels,USA,25.03.97,Monaco,12.07.2019
2230,22.59,+0.9,Anglerne Annelus,USA,10.01.97,Ad-Dawhah,02.10.2019
2230,22.59,-1.1,Blessing Okagbare,NGR,09.10.88,Ostrava,19.05.2021
2230,22.59,-0.5,Favour Ofili,NGR,31.12.02,Eugene,10.06.2021
2230,22.59,+2.0,Rhasidat Adeleke,IRL,29.08.02,College Station,02.04.2022
2230,22.59,+1.9,Jenna Prandini,USA,20.11.92,Walnut,16.04.2022
2230,22.59,+2.0,Marileidy Paulino,DOM,25.10.96,Savona,18.05.2022
2230,22.59,+0.5,Gabrielle Thomas,USA,07.12.96,Eugene,25.06.2022
2230,22.59,-0.2,Anthonique Strachan,BAH,22.08.93,Nassau,25.06.2022
2230,22.59,-0.6,Brittany Brown,USA,18.04.95,Nassau,19.08.2022
2230,22.59,+1.1,Bassant Hemida,EGY,28.09.96,Bellinzona,12.09.2022
2230,22.59,+0.1,Kendall Ellis,USA,08.03.96,Eagle Rock,06.05.2023
2230,22.59,-0.6,Anthonique Strachan,BAH,22.08.93,Freeport,13.05.2023
