Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
638,22.27,+2.0,Galina Malchugina,RUS,17.12.62,Rieti,05.09.1993
638,22.27,-0.1,Irina Privalova,RUS,12.11.68,Zürich,14.08.1996
638,22.27,+0.7,Pauline Davis-Thompson,BAH,09.07.66,Sydney,28.09.2000
638,22.27,+1.2,Lauryn Williams,USA,11.09.83,Carson,22.05.2005
638,22.27,-0.6,Allyson Felix,USA,18.11.85,Monaco,10.09.2005
638,22.27,-0.1,Carmelita Jeter,USA,24.11.79,Zürich,08.09.2011
638,22.27,+1.3,Joanna Atkins,USA,31.01.89,Gainesville,04.04.2014
638,22.27,+0.4,Tori Bowie,USA,27.08.90,Eugene,09.07.2016
638,22.27,+0.8,Marie-Josée Ta Lou,CIV,18.11.88,Tokyo,03.08.2021
638,22.27,+0.6,Mujinga Kambundji,SUI,17.06.92,Zürich,09.09.2021
638,22.27,+1.2,Jasmine Camacho-Quinn,PUR,21.08.96,Carolina,18.03.2022
638,22.27,+1.3,Dina Asher-Smith,GBR,04.12.95,Roma,09.06.2022
638,22.27,+0.4,Tamara Clark,USA,09.01.99,Eugene,18.07.2022
661,22.28,-1.2,Bärbel Wöckel,GDR,21.03.55,Cottbus,31.05.1981
661,22.28,+1.4,Valerie Brisco,USA,06.07.60,Los Angeles,09.08.1984
661,22.28,+2.0,Pam Marshall,USA,16.08.60,Walnut,27.04.1986
661,22.28,+1.2,Valerie Brisco,USA,06.07.60,Durham,24.07.1987
661,22.28,+1.7,Marlies Göhr,GDR,21.03.58,Karl-Marx-Stadt,12.06.1988
661,22.28,+0.4,Merlene Ottey,JAM,10.05.60,Linz,14.08.1989
661,22.28,-0.7,Gwen Torrence,USA,12.06.65,Zürich,07.08.1991
661,22.28,-2.4,Irina Privalova,RUS,12.11.68,Tokyo,30.08.1991
661,22.28,-0.1,Juliet Cuthbert,JAM,09.04.64,Zürich,14.08.1996
661,22.28,+1.1,Fatima Yusuf,NGR,02.05.71,Sevilla,24.08.1999
661,22.28,+0.6,Debbie Ferguson-McKenzie,BAH,16.01.76,Sevilla,27.08.1999
661,22.28,+0.7,Susanthika Jayasinghe,SRI,17.12.75,Sydney,28.09.2000
661,22.28,+0.5,Torri Edwards,USA,31.01.77,Roma,11.07.2003
661,22.28,-1.2,Allyson Felix,USA,18.11.85,Sacramento,18.07.2004
661,22.28,+1.0,Jeneba Tarmoh,USA,27.09.89,Eugene,26.06.2011
661,22.28,-0.5,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Monaco,19.07.2013
661,22.28,+0.3,Dafne Schippers,NED,15.06.92,Marrakesh,14.09.2014
661,22.28,+0.1,Marie-Josée Ta Lou,CIV,18.11.88,Rio de Janeiro,16.08.2016
661,22.28,+0.1,Shericka Jackson,JAM,16.07.94,Gold Coast,11.04.2018
661,22.28,+0.4,Shericka Jackson,JAM,16.07.94,Kingston,24.06.2018
661,22.28,+0.1,Dafne Schippers,NED,15.06.92,Ostrava,09.09.2018
661,22.28,+1.9,Anavia Battle,USA,28.03.99,Jacksonville,29.05.2021
661,22.28,+0.5,Shericka Jackson,JAM,16.07.94,Kingston,26.06.2021
661,22.28,+0.8,Beatrice Masilingi,NAM,10.04.03,Tokyo,03.08.2021
685,22.29A,-1.7,Merlene Ottey,JAM,10.05.60,Provo,03.06.1982
685,22.29,+0.5,Silke Möller,GER,20.06.64,Stuttgart,28.08.1986
685,22.29,-1.8,Merlene Ottey,JAM,10.05.60,Zürich,19.08.1987
685,22.29,+1.3,Dannette Young,USA,06.10.64,Houston,17.06.1989
685,22.29,-0.6,Galina Malchugina,RUS,17.12.62,Helsinki,30.06.1992
685,22.29,+0.7,Silke Knoll,GER,21.02.67,Ingolstadt,19.07.1992
685,22.29,±0.0,Marie-José Pérec,FRA,09.05.68,Monaco,11.08.1992
685,22.29,+1.0,Merlene Ottey,JAM,10.05.60,Kingston,03.07.1993
685,22.29,+0.9,Galina Malchugina,RUS,17.12.62,Sankt Peterburg,16.07.1994
685,22.29,-0.8,Dannette Young,USA,06.10.64,Durham,12.08.1994
685,22.29,-0.5,Carlette Guidry,USA,04.09.68,Atlanta,22.06.1996
685,22.29,±0.0,Marie-José Pérec,FRA,09.05.68,Nice,10.07.1996
685,22.29,+0.6,LaTasha Jenkins,USA,19.12.77,Boise,05.06.1999
685,22.29A,+1.4,Porscha Lucas,USA,18.06.88,Boulder,18.05.2008
685,22.29,±0.0,Kerron Stewart,JAM,16.04.84,Beijing,20.08.2008
685,22.29,±0.0,Muna Lee,USA,30.10.81,Beijing,20.08.2008
685,22.29,+0.5,Veronica Campbell-Brown,JAM,16.05.82,Berlin,20.08.2009
685,22.29,+0.1,Allyson Felix,USA,18.11.85,Thessaloníki,12.09.2009
685,22.29,+0.1,Sanya Richards-Ross,USA,26.02.85,Thessaloníki,12.09.2009
685,22.29,+0.2,Tori Bowie,USA,27.08.90,Kingston,09.05.2015
685,22.29,+1.6,Murielle Ahouré-Demps,CIV,23.08.87,Ad-Dawhah,15.05.2015
685,22.29,+1.7,Jeneba Tarmoh,USA,27.09.89,Birmingham,07.06.2015
685,22.29,+1.7,Allyson Felix,USA,18.11.85,Birmingham,07.06.2015
685,22.29,+1.9,Dafne Schippers,NED,15.06.92,Lausanne,09.07.2015
685,22.29,+0.5,Veronica Campbell-Brown,JAM,16.05.82,Clermont,30.04.2016
685,22.29,+0.2,Veronica Campbell-Brown,JAM,16.05.82,Beijing,18.05.2016
685,22.29,+1.4,Dafne Schippers,NED,15.06.92,Azusa,14.04.2017
685,22.29,+0.9,Dina Asher-Smith,GBR,04.12.95,Gold Coast,12.04.2018
685,22.29,-0.5,Shaunae Miller-Uibo,BAH,15.04.94,Rabat,13.07.2018
685,22.29,+1.9,Brittany Brown,USA,18.04.95,Walnut,16.04.2022
685,22.29,+2.0,Favour Ofili,NGR,31.12.02,Bloomington,26.05.2022
685,22.29,+0.6,Tamara Clark,USA,09.01.99,Eugene,25.06.2022
685,22.29,+1.9,Beatrice Masilingi,NAM,10.04.03,La Chaux-de-Fonds,03.07.2022
685,22.29,+0.3,Julien Alfred,LCA,10.06.01,Norman,14.05.2023
719,22.30,-4.3,Evelyn Ashford,USA,15.04.57,Sacramento,21.06.1981
719,22.30A,+0.3,Evelyn Ashford,USA,15.04.57,San José,31.05.1986
719,22.30,+0.8,Valerie Brisco,USA,06.07.60,Roma,10.09.1986
719,22.30,+1.0,Silke Möller,GER,20.06.64,Rostock,26.06.1988
719,22.30,±0.0,Jackie Joyner-Kersee,USA,03.03.62,Indianapolis,15.07.1988
719,22.30,+0.7,Merlene Ottey,JAM,10.05.60,Seoul,28.09.1988
719,22.30,-3.4,Katrin Krabbe,GER,22.11.69,Tokyo,30.08.1991
719,22.30,-0.6,Carlette Guidry,USA,04.09.68,Barcelona,06.08.1992
719,22.30,+0.8,Irina Privalova,RUS,12.11.68,Roma,27.06.1993
719,22.30,+0.8,Marie-José Pérec,FRA,09.05.68,Roma,27.06.1993
719,22.30,+1.6,Marie-José Pérec,FRA,09.05.68,Saint-Denis,03.06.1996
719,22.30,+0.9,Zundra Feagin-Alexander,USA,12.07.73,Atlanta,22.06.1996
719,22.30,+0.2,Inger Miller,USA,12.06.72,Paris,21.07.1999
719,22.30,+0.8,Debbie Ferguson-McKenzie,BAH,16.01.76,Athínai,25.08.2004
719,22.30,-0.6,Muna Lee,USA,30.10.81,Carson,18.05.2008
719,22.30,+0.5,Muna Lee,USA,30.10.81,Berlin,20.08.2009
719,22.30,+0.8,Allyson Felix,USA,18.11.85,Eugene,29.06.2012
719,22.30,+0.8,Sanya Richards-Ross,USA,26.02.85,London,07.08.2012
719,22.30,±0.0,Allyson Felix,USA,18.11.85,Moskva,15.08.2013
719,22.30,+0.1,Dafne Schippers,NED,15.06.92,Bruxelles,05.09.2014
719,22.30,+1.7,Dina Asher-Smith,GBR,04.12.95,Birmingham,07.06.2015
719,22.30,-0.6,Deajah Stevens,USA,19.05.95,Eugene,10.07.2016
719,22.30,+1.5,Dafne Schippers,NED,15.06.92,Eugene,27.05.2017
719,22.30,-2.5,Deajah Stevens,USA,19.05.95,Sacramento,25.06.2017
719,22.30,+0.9,Elaine Thompson-Herah,JAM,28.06.92,Gold Coast,12.04.2018
719,22.30,+1.1,Jenna Prandini,USA,20.11.92,Paris,30.06.2018
719,22.30,±0.0,Favour Ofili,NGR,31.12.02,Jacksonville,29.05.2021
719,22.30,+0.3,Marie-Josée Ta Lou,CIV,18.11.88,Tokyo,02.08.2021
719,22.30,+0.8,Mujinga Kambundji,SUI,17.06.92,Tokyo,03.08.2021
719,22.30,+0.3,Shericka Jackson,JAM,16.07.94,Zagreb,14.09.2021
719,22.30,-0.1,Favour Ofili,NGR,31.12.02,Eugene,19.07.2022
719,22.30,+1.5,Abby Steiner,USA,24.11.99,Waco,21.04.2023
719,22.30,+0.8,Tamari Davis,USA,15.02.03,Rabat,28.05.2023
752,22.31,+0.1,Lyudmila Kondratyeva,RUS,11.04.58,Moskva,12.06.1980
752,22.31,+1.6,Kathy Cook,GBR,03.05.60,London,08.08.1980
752,22.31,+0.7,Jarmila Kratochvílová,CZE,26.01.51,Roma,04.09.1981
752,22.31,+0.9,Randy Givens,USA,27.03.62,Indianapolis,19.06.1983
752,22.31,±0.0,Silke Möller,GER,20.06.64,Erfurt,01.06.1986
752,22.31,-0.3,Evelyn Ashford,USA,15.04.57,Köln,17.08.1986
752,22.31,+0.8,Evelyn Ashford,USA,15.04.57,Roma,10.09.1986
752,22.31,+1.6,Pam Marshall,USA,16.08.60,Indianapolis,22.07.1988
752,22.31,+1.3,Dannette Young,USA,06.10.64,Zürich,17.08.1988
752,22.31,+1.1,Mary Onyali,NGR,03.02.68,Villeneuve d'Ascq,29.06.1990
752,22.31,+0.2,Irina Privalova,RUS,12.11.68,Berlin,10.09.1991
752,22.31,-1.6,Carlette Guidry,USA,04.09.68,Barcelona,05.08.1992
752,22.31,+0.4,Gwen Torrence,USA,12.06.65,Köln,16.08.1992
752,22.31,-0.9,Marie-José Pérec,FRA,09.05.68,Villeneuve d'Ascq,25.05.1996
752,22.31,+0.5,Dannette Young,USA,06.10.64,Atlanta,22.06.1996
752,22.31,-0.1,Marie-José Pérec,FRA,09.05.68,Zürich,14.08.1996
752,22.31,+1.1,Muriel Hurtis,FRA,25.03.79,Sevilla,24.08.1999
752,22.31A,-0.5,LaTasha Jenkins,USA,19.12.77,Ciudad de México,03.05.2003
752,22.31,-0.9,Allyson Felix,USA,18.11.85,Monterrey,11.06.2005
752,22.31,+0.2,Rachelle Smith,USA,30.06.81,Helsinki,12.08.2005
752,22.31,+0.2,Christine Arron,FRA,13.09.73,Helsinki,12.08.2005
752,22.31,+0.3,Rachelle Smith,USA,30.06.81,Indianapolis,25.06.2006
752,22.31,+1.6,Rachelle Smith,USA,30.06.81,New York City,02.06.2007
752,22.31,-0.2,Sanya Richards-Ross,USA,26.02.85,Osaka,29.08.2007
752,22.31,+1.5,Carmelita Jeter,USA,24.11.79,Westwood,14.04.2012
752,22.31,+1.0,Allyson Felix,USA,18.11.85,London,07.08.2012
752,22.31,+1.3,Blessing Okagbare,NGR,09.10.88,Walnut,20.04.2013
752,22.31,+0.2,Jeneba Tarmoh,USA,27.09.89,Beijing,28.08.2015
752,22.31,+0.6,Marie-Josée Ta Lou,CIV,18.11.88,Rio de Janeiro,15.08.2016
752,22.31,-0.1,Dina Asher-Smith,GBR,04.12.95,Rio de Janeiro,17.08.2016
752,22.31,-0.6,Deajah Stevens,USA,19.05.95,Torrance,15.04.2017
752,22.31,+1.7,Deajah Stevens,USA,19.05.95,Eugene,28.05.2017
752,22.31,+1.7,Deajah Stevens,USA,19.05.95,Eugene,08.06.2017
752,22.31,+1.4,Dafne Schippers,NED,15.06.92,Oslo,15.06.2017
752,22.31,+0.4,Dina Asher-Smith,GBR,04.12.95,Birmingham,18.08.2018
752,22.31,+0.7,Kynnedy Flannel,USA,12.07.00,Eugene,24.06.2021
752,22.31,+1.8,Tamari Davis,USA,15.02.03,Miramar,08.04.2023
752,22.31,+1.8,McKenzie Long,USA,11.07.00,Gainesville,14.04.2023
752,22.31,+1.5,Marie-Josée Ta Lou,CIV,18.11.88,Clermont,14.05.2023
791,22.32A,-0.4,Marita Koch,GDR,18.02.57,Ciudad de México,11.09.1979
791,22.32,-0.8,Merlene Ottey,JAM,10.05.60,Moskva,30.07.1980
791,22.32,+0.5,Gesine Walther,GDR,06.10.62,Potsdam,21.07.1984
791,22.32,+1.4,Grace Jackson,JAM,14.06.61,Los Angeles,09.08.1984
791,22.32,-0.8,Marie-Christine Cazier,FRA,23.08.63,Stuttgart,29.08.1986
791,22.32,+1.3,Merlene Ottey,JAM,10.05.60,Sevilla,20.06.1989
791,22.32,+0.8,Galina Malchugina,RUS,17.12.62,Bratislava,01.06.1993
791,22.32,+1.0,Mary Onyali,NGR,03.02.68,Monaco,07.08.1993
791,22.32,±0.0,Mary Onyali,NGR,03.02.68,Stuttgart,19.08.1993
791,22.32,-0.5,Melinda Gainsford-Taylor,AUS,01.10.71,Hobart,26.02.1994
791,22.32,+0.9,Cathy Freeman,AUS,16.02.73,Oslo,22.07.1994
791,22.32,+0.2,Irina Privalova,RUS,12.11.68,Helsinki,11.08.1994
791,22.32,-0.5,Merlene Ottey,JAM,10.05.60,London,07.07.1995
791,22.32,+1.5,Dannette Young,USA,06.10.64,Atlanta,21.06.1996
791,22.32,-0.7,Zhanna Block,UKR,06.07.72,Athínai,08.08.1997
791,22.32,±0.0,Beverly McDonald,JAM,15.02.70,Saint-Denis,03.07.1999
791,22.32,-0.4,Sevatheda Fynes,BAH,17.10.74,Nice,17.07.1999
791,22.32,-0.5,Susanthika Jayasinghe,SRI,17.12.75,Yokohama,09.09.2000
791,22.32,+0.5,Ebonie Floyd,USA,21.10.83,Des Moines,26.05.2007
791,22.32,+0.3,Debbie Ferguson-McKenzie,BAH,16.01.76,Réthymno,20.07.2009
791,22.32,+0.9,Veronica Campbell-Brown,JAM,16.05.82,Lawrence,17.04.2010
791,22.32,+0.1,Myriam Soumaré,FRA,29.10.86,Barcelona,31.07.2010
791,22.32,-0.4,Allyson Felix,USA,18.11.85,Monaco,22.07.2011
791,22.32,+1.0,Veronica Campbell-Brown,JAM,16.05.82,London,07.08.2012
791,22.32,+0.9,Anthonique Strachan,BAH,22.08.93,Nassau,22.06.2013
791,22.32,-0.3,Murielle Ahouré-Demps,CIV,23.08.87,Moskva,16.08.2013
791,22.32,-0.3,Blessing Okagbare,NGR,09.10.88,Moskva,16.08.2013
791,22.32,+0.4,Blessing Okagbare,NGR,09.10.88,Saint-Denis,05.07.2014
791,22.32,+0.8,Charonda Williams,USA,27.03.87,Luzern,14.07.2015
791,22.32,-0.3,Tori Bowie,USA,27.08.90,London,25.07.2015
791,22.32,-0.1,Ivet Lalova-Collio,BUL,18.05.84,Beijing,27.08.2015
791,22.32,+0.3,Deajah Stevens,USA,19.05.95,Eugene,09.06.2016
791,22.32,+0.6,Gabrielle Thomas,USA,07.12.96,Coral Gables,07.04.2018
791,22.32,+0.4,Dina Asher-Smith,GBR,04.12.95,Ad-Dawhah,30.09.2019
791,22.32,+1.8,Anavia Battle,USA,28.03.99,Eugene,25.06.2021
791,22.32,-0.2,Shaunae Miller-Uibo,BAH,15.04.94,Nassau,25.06.2022
791,22.32,+0.6,Tamara Clark,USA,09.01.99,Eugene,21.07.2022
791,22.32,+0.4,Mujinga Kambundji,SUI,17.06.92,München,19.08.2022
829,22.33,+1.3,Lyudmila Kondratyeva,RUS,11.04.58,Sittard,01.07.1979
829,22.33A,+0.6,Grace Jackson,JAM,14.06.61,San José,09.06.1984
829,22.33,+1.4,Florence Griffith-Joyner,USA,21.12.59,Los Angeles,08.08.1984
829,22.33,+0.3,Heike Drechsler,GER,16.12.64,Stuttgart,28.08.1986
829,22.33,-0.7,Anelia Nuneva,BUL,30.06.62,Dráma,09.08.1987
829,22.33,+1.3,Gwen Torrence,USA,12.06.65,Zürich,17.08.1988
829,22.33,+1.7,Maya Azarashvili,GEO,06.04.64,Seoul,29.09.1988
829,22.33,+1.3,Maya Azarashvili,GEO,06.04.64,Seoul,29.09.1988
829,22.33,-0.9,Heike Drechsler,GER,16.12.64,Barcelona,16.07.1990
829,22.33,-1.0,Katrin Krabbe,GER,22.11.69,Zürich,15.08.1990
829,22.33,+0.4,Galina Malchugina,RUS,17.12.62,Köln,19.08.1990
829,22.33,+0.8,Merlene Ottey,JAM,10.05.60,Kingston,02.07.1992
829,22.33,+0.6,Marie-José Pérec,FRA,09.05.68,Bruxelles,28.08.1992
829,22.33,-1.6,Inger Miller,USA,12.06.72,Walnut,17.04.1993
829,22.33,-1.5,Gwen Torrence,USA,12.06.65,Luzern,29.06.1994
829,22.33,-2.6,Melinda Gainsford-Taylor,AUS,01.10.71,Sydney,05.03.1995
829,22.33,-0.6,Zundra Feagin-Alexander,USA,12.07.73,Atlanta,23.06.1996
829,22.33,+1.3,Chandra Sturrup,BAH,12.09.71,Nassau,15.07.1996
829,22.33,+0.4,Inger Miller,USA,12.06.72,Atlanta,01.08.1996
829,22.33,+0.2,Susanthika Jayasinghe,SRI,17.12.75,Athínai,07.08.1997
829,22.33,+1.1,Aleen Bailey,JAM,25.11.80,Athínai,24.08.2004
829,22.33,±0.0,Muna Lee,USA,30.10.81,Eugene,05.07.2008
829,22.33,-0.2,Allyson Felix,USA,18.11.85,Beijing,20.08.2008
829,22.33,+1.6,Michelle-Lee Ahye,TTO,10.04.92,Port of Spain,26.06.2016
829,22.33,+1.5,Allyson Felix,USA,18.11.85,Eugene,27.05.2017
829,22.33,+1.1,Dina Asher-Smith,GBR,04.12.95,Berlin,10.08.2018
829,22.33,+0.7,Brittany Brown,USA,18.04.95,Ad-Dawhah,30.09.2019
829,22.33,+2.0,Rosemary Chukwuma,NGR,05.12.01,Lubbock,15.05.2022
829,22.33,+1.3,Anavia Battle,USA,28.03.99,Eugene,11.06.2022
829,22.33,-0.2,Beatrice Masilingi,NAM,10.04.03,Eugene,18.07.2022
829,22.33,+1.8,Kevona Davis,JAM,20.12.01,Sacramento,27.05.2023
860,22.34,-0.5,Marita Koch,GDR,18.02.57,Zürich,13.08.1980
860,22.34,±0.0,Merlene Ottey,JAM,10.05.60,Nice,17.08.1980
860,22.34,+0.4,Gesine Walther,GDR,06.10.62,Erfurt,03.06.1984
860,22.34,+0.9,Ewa Kasprzyk,POL,07.09.57,Budapest,11.08.1986
860,22.34A,+1.2,Grace Jackson,JAM,14.06.61,San José,26.06.1987
860,22.34,+1.9,Dannette Young,USA,06.10.64,Walnut,24.04.1988
860,22.34,+1.2,Gwen Torrence,USA,12.06.65,Sheffield,15.09.1991
860,22.34,+0.7,Galina Malchugina,RUS,17.12.62,Sevilla,06.06.1992
860,22.34,+1.6,Holli Hyche,USA,06.09.71,New Orleans,05.06.1993
860,22.34,+1.6,Marie-José Pérec,FRA,09.05.68,Madrid,02.06.1996
860,22.34,+0.5,Debbie Ferguson-McKenzie,BAH,16.01.76,Nassau,19.06.1999
860,22.34,+0.5,Debbie Ferguson-McKenzie,BAH,16.01.76,Sevilla,25.08.1999
860,22.34,+1.7,Tonette Dyer,USA,28.03.82,Irvine,02.05.2004
860,22.34,+0.7,Irina Khabarova,RUS,18.03.66,Tula,31.07.2004
860,22.34,+0.3,LaTasha Colander,USA,23.08.76,Carson,26.06.2005
860,22.34,+0.4,Allyson Felix,USA,18.11.85,Indianapolis,24.06.2007
860,22.34,+1.7,Veronica Campbell-Brown,JAM,16.05.82,Osaka,31.08.2007
860,22.34,+0.5,Kerron Stewart,JAM,16.04.84,Roma,11.07.2008
860,22.34,+0.6,Marshevet Hooker,USA,25.09.84,Beijing,21.08.2008
860,22.34,+1.7,Lauryn Williams,USA,11.09.83,New York City,30.05.2009
860,22.34,+1.5,Jeneba Tarmoh,USA,27.09.89,Des Moines,11.06.2011
860,22.34,+1.0,Kimberlyn Duncan,USA,02.08.91,Eugene,30.06.2012
860,22.34,+0.8,Shelly-Ann Fraser-Pryce,JAM,27.12.86,London,07.08.2012
860,22.34,+0.4,Allyson Felix,USA,18.11.85,Saint-Denis,05.07.2014
860,22.34,+0.2,Dafne Schippers,NED,15.06.92,Glasgow,12.07.2014
860,22.34,-0.1,Michelle-Lee Ahye,TTO,10.04.92,Rio de Janeiro,17.08.2016
860,22.34,-0.5,Kyra Jefferson,USA,23.09.94,Lausanne,06.07.2017
860,22.34,+1.7,Shakima Wimbley,USA,23.04.95,Clermont,28.04.2018
860,22.34,-0.4,Dafne Schippers,NED,15.06.92,Shanghai,12.05.2018
860,22.34,+0.9,Marie-Josée Ta Lou,CIV,18.11.88,London,22.07.2018
860,22.34,+0.9,Mujinga Kambundji,SUI,17.06.92,Eugene,18.07.2022
860,22.34,+1.8,Rhasidat Adeleke,IRL,29.08.02,Gainesville,14.04.2023
860,22.34,+0.5,Jenna Prandini,USA,20.11.92,Westwood,27.05.2023
860,22.34,-0.4,Abby Steiner,USA,24.11.99,Paris,09.06.2023
860,22.34,-0.4,Marie-Josée Ta Lou,CIV,18.11.88,Paris,09.06.2023
895,22.35,+1.8,Denise Boyd,AUS,15.12.52,Sydney,23.03.1980
895,22.35,Merlene,Ottey,JAM,10.05.60,Des Moines,11.04.1981
895,22.35,+0.3,Gesine Walther,GDR,06.10.62,Potsdam,28.08.1982
895,22.35,-2.0,Marlies Göhr,GDR,21.03.58,Karl-Marx-Stadt,20.05.1984
895,22.35,-0.3,Merlene Ottey,JAM,10.05.60,Burnaby,16.07.1984
895,22.35,+1.5,Merlene Ottey,JAM,10.05.60,Bruxelles,24.08.1984
895,22.35A,+0.1,Florence Griffith-Joyner,USA,21.12.59,San José,25.06.1987
895,22.35,-0.1,Katrin Krabbe,GER,22.11.69,Dresden,18.08.1990
895,22.35,+0.3,Juliet Cuthbert,JAM,09.04.64,Lausanne,08.07.1992
895,22.35,-0.5,Natalya Voronova,RUS,09.07.65,Stuttgart,19.08.1993
895,22.35,+0.2,Mary Onyali,NGR,03.02.68,Stuttgart,19.08.1993
895,22.35,+1.3,Mary Onyali,NGR,03.02.68,Victoria,26.08.1994
895,22.35,+1.1,Melinda Gainsford-Taylor,AUS,01.10.71,Brisbane,04.02.1995
895,22.35,+1.6,Zundra Feagin-Alexander,USA,12.07.73,Atlanta,21.06.1996
895,22.35,-0.5,Zundra Feagin-Alexander,USA,12.07.73,Atlanta,22.06.1996
895,22.35,+0.5,Gwen Torrence,USA,12.06.65,Atlanta,22.06.1996
895,22.35,+0.9,Carlette Guidry,USA,04.09.68,Atlanta,22.06.1996
895,22.35,+0.1,Galina Malchugina,RUS,17.12.62,Atlanta,01.08.1996
895,22.35A,-0.6,Zhanna Block,UKR,06.07.72,Johannesburg,11.09.1998
895,22.35,+1.3,Ionela Târlea,ROU,09.02.76,Ad-Dawhah,13.05.1999
895,22.35,±0.0,Debbie Ferguson-McKenzie,BAH,16.01.76,Athens GA,16.05.1999
895,22.35,+0.7,Beverly McDonald,JAM,15.02.70,Sydney,28.09.2000
895,22.35,±0.0,Veronica Campbell-Brown,JAM,16.05.82,Torino,03.06.2005
895,22.35,-0.3,Sanya Richards-Ross,USA,26.02.85,Stockholm,25.07.2006
895,22.35,+0.3,Allyson Felix,USA,18.11.85,Sheffield,15.07.2007
895,22.35,+1.3,Kerron Stewart,JAM,16.04.84,Tempe,12.04.2008
895,22.35,-0.1,Veronica Campbell-Brown,JAM,16.05.82,Berlin,21.08.2009
895,22.35,+1.0,Bianca Knight,USA,02.01.89,Eugene,26.06.2011
895,22.35,+1.0,Kimberlyn Duncan,USA,02.08.91,Eugene,26.06.2011
895,22.35,+1.0,Jeneba Tarmoh,USA,27.09.89,Eugene,30.06.2012
895,22.35,-0.2,Allyson Felix,USA,18.11.85,Zagreb,04.09.2012
895,22.35,+1.3,Kimberlyn Duncan,USA,02.08.91,Columbia,12.05.2013
895,22.35,+1.5,Dafne Schippers,NED,15.06.92,Götzis,31.05.2014
895,22.35,+0.2,Allyson Felix,USA,18.11.85,Glasgow,12.07.2014
895,22.35,+0.2,Shericka Jackson,JAM,16.07.94,London,15.07.2018
895,22.35,+1.3,Anglerne Annelus,USA,10.01.97,Austin,06.06.2019
895,22.35,-1.1,Sha'Carri Richardson,USA,25.03.00,Ostrava,19.05.2021
895,22.35,+1.8,Tamara Clark,USA,09.01.99,Eugene,25.06.2021
895,22.35,+1.3,Kynnedy Flannel,USA,12.07.00,Eugene,11.06.2022
895,22.35,+1.0,Gabrielle Thomas,USA,07.12.96,Eugene,26.06.2022
895,22.35,+0.2,Shaunae Miller-Uibo,BAH,15.04.94,Chorzów,06.08.2022
895,22.35,+0.3,Brittany Brown,USA,18.04.95,Nassau,21.08.2022
937,22.36,+1.9,Marlies Göhr,GDR,21.03.58,Halle,14.06.1979
937,22.36,+1.9,Jarmila Kratochvílová,CZE,26.01.51,Praha,13.06.1982
937,22.36,-0.1,Randy Givens,USA,27.03.62,Los Angeles,09.08.1984
937,22.36,+1.7,Kerstin Behrendt,GER,02.09.67,Karl-Marx-Stadt,12.06.1988
937,22.36,-0.1,Valerie Brisco,USA,06.07.60,Indianapolis,22.07.1988
937,22.36,+1.3,Grace Jackson,JAM,14.06.61,Zürich,17.08.1988
937,22.36,±0.0,Merlene Ottey,JAM,10.05.60,Granada,17.06.1989
937,22.36,Grace,Jackson,JAM,14.06.61,San Juan,29.07.1989
937,22.36,+1.2,Marie-José Pérec,FRA,09.05.68,La Chaux-de-Fonds,20.08.1989
937,22.36A,+1.2,Evette de Klerk,RSA,21.08.65,Germiston,21.04.1990
937,22.36,+1.8,Dannette Young,USA,06.10.64,Berlin,23.06.1991
937,22.36,-1.7,Gwen Torrence,USA,12.06.65,Oslo,21.07.1995
937,22.36,+1.0,Galina Malchugina,RUS,17.12.62,Bruxelles,25.08.1995
937,22.36,+0.4,Melinda Gainsford-Taylor,AUS,01.10.71,Monaco,16.08.1997
937,22.36,±0.0,Liu Xiaomei,CHN,11.01.72,Shanghai,22.10.1997
937,22.36A,-0.6,Beverly McDonald,JAM,15.02.70,Johannesburg,11.09.1998
937,22.36,+2.0,LaTasha Jenkins,USA,19.12.77,Eugene,27.06.1999
937,22.36,-1.2,Muna Lee,USA,30.10.81,Sacramento,18.07.2004
937,22.36,+0.5,Allyson Felix,USA,18.11.85,Athínai,24.08.2004
937,22.36,+1.1,Shalonda Solomon,USA,19.12.85,Fayetteville,14.05.2006
937,22.36,+0.6,Sherone Simpson,JAM,12.08.84,Beijing,21.08.2008
937,22.36,+0.3,Allyson Felix,USA,18.11.85,Beijing,21.05.2013
937,22.36,+1.2,Murielle Ahouré-Demps,CIV,23.08.87,Roma,06.06.2013
937,22.36,±0.0,Blessing Okagbare,NGR,09.10.88,Shanghai,18.05.2014
937,22.36,-0.1,Murielle Ahouré-Demps,CIV,23.08.87,Marrakesh,14.08.2014
937,22.36,+1.9,Murielle Ahouré-Demps,CIV,23.08.87,Lausanne,09.07.2015
937,22.36,-0.1,Dafne Schippers,NED,15.06.92,Beijing,27.08.2015
937,22.36,+0.1,Dafne Schippers,NED,15.06.92,Zürich,24.08.2017
937,22.36,-0.4,Shericka Jackson,JAM,16.07.94,Shanghai,12.05.2018
937,22.36,+1.8,Anglerne Annelus,USA,10.01.97,Sacramento,25.05.2019
937,22.36,+1.1,Marie-Josée Ta Lou,CIV,18.11.88,London,20.07.2019
937,22.36,+0.4,Dina Asher-Smith,GBR,04.12.95,Birmingham,18.08.2019
937,22.36,-0.4,Marie-Josée Ta Lou,CIV,18.11.88,Stockholm,04.07.2021
937,22.36,+0.6,Mujinga Kambundji,SUI,17.06.92,Bellinzona,14.09.2021
